season,week,team,rating,rank
2020,9,Southern Miss,1364.2,122
2020,9,South Florida,1345.1,123
2020,9,Kansas,1336.0,124
2020,9,Akron,1335.5,125
2020,9,Massachusetts,1327.7,126
2020,9,Vanderbilt,1322.6,127
2020,9,UL Monroe,1236.7,128
2020,10,Alabama,1894.0,1
2020,10,Ohio State,1865.2,2
2020,10,Clemson,1853.3,3
2020,10,BYU,1844.3,4
2020,10,Notre Dame,1841.9,5
2020,10,Cincinnati,1793.6,6
2020,10,Florida,1789.8,7
2020,10,Georgia,1776.1,8
2020,10,Oklahoma,1752.2,9
2020,10,Texas A&M,1742.9,10
2020,10,Miami,1737.0,11
2020,10,Oregon,1733.8,12
2020,10,Marshall,1726.5,13
2020,10,Auburn,1722.9,14
2020,10,UCF,1721.8,15
2020,10,SMU,1720.1,16
2020,10,Texas,1720.0,17
2020,10,Wisconsin,1716.7,18
2020,10,North Carolina,1715.3,19
2020,10,Indiana,1710.4,20
2020,10,Louisiana,1693.5,21
2020,10,Oklahoma State,1691.5,22
2020,10,Coastal Carolina,1686.1,23
2020,10,USC,1677.8,24
2020,10,LSU,1675.0,25
2020,10,Memphis,1671.0,26
2020,10,App State,1669.4,27
2020,10,Utah,1666.6,28
2020,10,Iowa State,1665.2,29
2020,10,Michigan,1663.1,30
2020,10,Boise State,1660.6,31
2020,10,Washington,1650.3,32
2020,10,San José State,1644.5,33
2020,10,Iowa,1643.5,34
2020,10,Virginia Tech,1640.4,35
2020,10,Liberty,1631.6,36
2020,10,Florida Atlantic,1629.5,37
2020,10,Wake Forest,1626.2,38
2020,10,Northwestern,1621.6,39
2020,10,Minnesota,1619.4,40
2020,10,Kansas State,1616.9,41
2020,10,Nevada,1611.4,42
2020,10,Purdue,1610.8,43
2020,10,San Diego State,1610.6,44
2020,10,Washington State,1609.8,45
2020,10,Boston College,1608.3,46
2020,10,Kentucky,1604.9,47
2020,10,Tulsa,1604.6,48
2020,10,Arizona State,1599.6,49
2020,10,West Virginia,1591.7,50
2020,10,Tulane,1591.4,51
2020,10,Pittsburgh,1581.6,52
2020,10,Colorado,1580.8,53
2020,10,California,1580.5,54
2020,10,Western Michigan,1578.8,55
2020,10,Buffalo,1575.7,56
2020,10,Army,1575.5,57
2020,10,Penn State,1574.7,58
2020,10,UAB,1573.1,59
2020,10,TCU,1573.0,60
2020,10,Georgia Southern,1566.9,61
2020,10,Missouri,1565.7,62
2020,10,NC State,1564.0,63
2020,10,Troy,1556.3,64
2020,10,Hawai'i,1553.4,65
2020,10,Maryland,1552.4,66
2020,10,Arkansas,1548.4,67
2020,10,Central Michigan,1546.6,68
2020,10,Houston,1545.1,69
2020,10,South Carolina,1544.2,70
2020,10,Tennessee,1543.7,71
2020,10,Baylor,1540.7,72
2020,10,Nebraska,1535.8,73
2020,10,Fresno State,1535.4,74
2020,10,Miami (OH),1532.9,75
2020,10,Louisiana Tech,1532.4,76
2020,10,Stanford,1529.4,77
2020,10,Virginia,1529.2,78
2020,10,Michigan State,1526.8,79
2020,10,Wyoming,1524.5,80
2020,10,Toledo,1520.0,81
2020,10,UCLA,1517.4,82
2020,10,Kent State,1516.8,83
2020,10,Mississippi State,1513.0,84
2020,10,Louisville,1511.2,85
2020,10,Arizona,1509.9,86
2020,10,Air Force,1508.0,87
2020,10,Ole Miss,1505.2,88
2020,10,Charlotte,1502.8,89
2020,10,Oregon State,1502.4,90
2020,10,Colorado State,1489.6,91
2020,10,Duke,1485.0,92
2020,10,Ohio,1483.6,93
2020,10,Rutgers,1477.7,94
2020,10,Florida State,1475.8,95
2020,10,Rice,1472.7,96
2020,10,Navy,1468.3,97
2020,10,Georgia State,1464.7,98
2020,10,Texas Tech,1462.8,99
2020,10,Temple,1458.1,100
2020,10,Eastern Michigan,1458.1,101
2020,10,Ball State,1456.4,102
2020,10,Arkansas State,1451.9,103
2020,10,Georgia Tech,1436.6,104
2020,10,Illinois,1434.2,105
2020,10,UTSA,1427.3,106
2020,10,Western Kentucky,1426.5,107
2020,10,Utah State,1419.1,108
2020,10,South Alabama,1417.4,109
2020,10,UTEP,1415.3,110
2020,10,East Carolina,1404.0,111
2020,10,Florida International,1400.7,112
2020,10,Northern Illinois,1400.6,113
2020,10,New Mexico State,1391.4,114
2020,10,Syracuse,1387.7,115
2020,10,North Texas,1380.3,116
2020,10,Southern Miss,1374.5,117
2020,10,Middle Tennessee,1365.4,118
2020,10,Bowling Green,1363.4,119
2020,10,New Mexico,1358.6,120
2020,10,UNLV,1348.1,121
2020,10,Texas State,1346.4,122
2020,10,South Florida,1343.7,123
2020,10,Kansas,1331.3,124
2020,10,Massachusetts,1320.2,125
2020,10,Vanderbilt,1312.0,126
2020,10,Akron,1288.7,127
2020,10,UL Monroe,1226.4,128
2020,11,Alabama,1894.0,1
2020,11,Ohio State,1865.2,2
2020,11,Notre Dame,1861.2,3
2020,11,Clemson,1853.3,4
2020,11,BYU,1844.3,5
2020,11,Florida,1800.1,6
2020,11,Cincinnati,1798.5,7
2020,11,Wisconsin,1784.4,8
2020,11,Georgia,1776.1,9
2020,11,Oregon,1775.4,10
2020,11,Oklahoma,1752.2,11
2020,11,Miami,1744.6,12
2020,11,Indiana,1743.3,13
2020,11,Texas A&M,1742.9,14
2020,11,Marshall,1731.9,15
2020,11,UCF,1730.8,16
2020,11,North Carolina,1728.0,17
2020,11,Auburn,1722.9,18
2020,11,Texas,1720.0,19
2020,11,Louisiana,1702.2,20
2020,11,USC,1699.4,21
2020,11,Iowa,1696.7,22
2020,11,SMU,1692.9,23
2020,11,Oklahoma State,1691.5,24
2020,11,Coastal Carolina,1686.1,25
2020,11,Boise State,1683.6,26
2020,11,App State,1675.4,27
2020,11,LSU,1675.0,28
2020,11,Memphis,1671.0,29
2020,11,Utah,1666.6,30
2020,11,Iowa State,1665.2,31
2020,11,Washington,1664.8,32
2020,11,Northwestern,1663.8,33
2020,11,Florida Atlantic,1655.7,34
2020,11,San José State,1652.5,35
2020,11,San Diego State,1639.7,36
2020,11,Liberty,1636.1,37
2020,11,Virginia Tech,1632.7,38
2020,11,Nevada,1632.2,39
2020,11,Tulsa,1631.8,40
2020,11,Tulane,1620.8,41
2020,11,West Virginia,1617.7,42
2020,11,Buffalo,1617.6,43
2020,11,Kansas State,1616.9,44
2020,11,Wake Forest,1613.4,45
2020,11,Kentucky,1608.1,46
2020,11,Colorado,1606.6,47
2020,11,Arizona State,1599.6,48
2020,11,Central Michigan,1596.1,49
2020,11,Michigan,1595.4,50
2020,11,Western Michigan,1594.3,51
2020,11,Boston College,1588.9,52
2020,11,NC State,1582.6,53
2020,11,Pittsburgh,1581.6,54
2020,11,UCLA,1575.0,55
2020,11,UAB,1573.1,56
2020,11,Fresno State,1573.1,57
2020,11,Georgia Southern,1570.7,58
2020,11,Nebraska,1570.0,59
2020,11,Purdue,1568.6,60
2020,11,Kent State,1568.4,61
2020,11,Washington State,1568.2,62
2020,11,Minnesota,1566.2,63
2020,11,Missouri,1565.7,64
2020,11,Houston,1558.7,65
2020,11,Troy,1556.3,66
2020,11,Virginia,1553.1,67
2020,11,Maryland,1552.4,68
2020,11,TCU,1547.0,69
2020,11,Army,1546.0,70
2020,11,Tennessee,1543.7,71
2020,11,Penn State,1540.5,72
2020,11,Arkansas,1538.0,73
2020,11,Ole Miss,1536.9,74
2020,11,Louisiana Tech,1532.4,75
2020,11,Baylor,1532.0,76
2020,11,Wyoming,1524.5,77
2020,11,Hawai'i,1524.3,78
2020,11,California,1522.9,79
2020,11,Mississippi State,1513.0,80
2020,11,South Carolina,1512.5,81
2020,11,Air Force,1508.0,82
2020,11,Toledo,1504.5,83
2020,11,Stanford,1503.6,84
2020,11,Charlotte,1502.8,85
2020,11,Ohio,1499.6,86
2020,11,Michigan State,1493.9,87
2020,11,Miami (OH),1490.9,88
2020,11,Arizona,1488.3,89
2020,11,Oregon State,1487.9,90
2020,11,Louisville,1487.2,91
2020,11,Ball State,1486.2,92
2020,11,Duke,1485.0,93
2020,11,Rice,1472.7,94
2020,11,Texas Tech,1471.5,95
2020,11,Navy,1468.3,96
2020,11,Colorado State,1466.6,97
2020,11,Illinois,1459.0,98
2020,11,UTSA,1458.7,99
2020,11,Georgia State,1458.7,100
2020,11,Florida State,1457.2,101
2020,11,Rutgers,1453.0,102
2020,11,Arkansas State,1451.9,103
2020,11,Temple,1449.2,104
2020,11,Western Kentucky,1437.1,105
2020,11,Georgia Tech,1436.6,106
2020,11,Eastern Michigan,1428.3,107
2020,11,South Alabama,1408.7,108
2020,11,East Carolina,1399.0,109
2020,11,New Mexico State,1391.4,110
2020,11,Syracuse,1387.7,111
2020,11,UTEP,1383.9,112
2020,11,Utah State,1381.4,113
2020,11,North Texas,1380.3,114
2020,11,Florida International,1374.6,115
2020,11,Southern Miss,1363.9,116
2020,11,Middle Tennessee,1360.0,117
2020,11,Northern Illinois,1351.1,118
2020,11,Texas State,1342.6,119
2020,11,UNLV,1340.1,120
2020,11,New Mexico,1337.9,121
2020,11,Kansas,1331.3,122
2020,11,South Florida,1330.1,123
2020,11,Massachusetts,1320.2,124
2020,11,Bowling Green,1311.8,125
2020,11,Vanderbilt,1308.8,126
2020,11,Akron,1272.7,127
2020,11,UL Monroe,1226.4,128
2020,12,Alabama,1904.0,1
2020,12,Ohio State,1879.2,2
2020,12,Notre Dame,1861.2,3
2020,12,Clemson,1853.3,4
2020,12,BYU,1845.1,5
2020,12,Cincinnati,1815.1,6
2020,12,Florida,1807.4,7
2020,12,Oregon,1783.4,8
2020,12,Georgia,1781.9,9
2020,12,Oklahoma,1777.2,10
2020,12,USC,1754.3,11
2020,12,Miami,1744.6,12
2020,12,Texas A&M,1742.9,13
2020,12,Auburn,1734.1,14
2020,12,Wisconsin,1733.1,15
2020,12,Marshall,1731.9,16
2020,12,Iowa,1730.7,17
2020,12,Indiana,1729.2,18
2020,12,North Carolina,1728.0,19
2020,12,Texas,1720.0,20
2020,12,Northwestern,1715.1,21
2020,12,UCF,1714.2,22
2020,12,Coastal Carolina,1708.8,23
2020,12,Boise State,1707.9,24
2020,12,Louisiana,1702.2,25
2020,12,Iowa State,1695.2,26
2020,12,SMU,1692.9,27
2020,12,LSU,1688.7,28
2020,12,Washington,1683.5,29
2020,12,Memphis,1677.8,30
2020,12,Oklahoma State,1666.5,31
2020,12,Florida Atlantic,1664.3,32
2020,12,Nevada,1653.2,33
2020,12,App State,1652.8,34
2020,12,San José State,1652.5,35
2020,12,Tulsa,1649.5,36
2020,12,Buffalo,1644.0,37
2020,12,Western Michigan,1640.0,38
2020,12,Liberty,1628.1,39
2020,12,Pittsburgh,1621.9,40
2020,12,San Diego State,1618.7,41
2020,12,Michigan,1618.0,42
2020,12,West Virginia,1617.7,43
2020,12,Wake Forest,1613.4,44
2020,12,Utah,1611.7,45
2020,12,Colorado,1606.6,46
2020,12,Tulane,1603.1,47
2020,12,Arizona State,1599.6,48
2020,12,Kentucky,1598.2,49
2020,12,Virginia Tech,1592.4,50
2020,12,Missouri,1591.3,51
2020,12,NC State,1590.6,52
2020,12,Boston College,1588.9,53
2020,12,Kansas State,1587.0,54
2020,12,Minnesota,1582.2,55
2020,12,Kent State,1580.6,56
2020,12,UAB,1573.1,57
2020,12,Fresno State,1573.1,58
2020,12,Washington State,1568.2,59
2020,12,UCLA,1567.0,60
2020,12,Georgia Southern,1563.5,61
2020,12,Houston,1558.7,62
2020,12,Virginia,1556.4,63
2020,12,Toledo,1555.1,64
2020,12,Army,1553.3,65
2020,12,Purdue,1552.7,66
2020,12,Maryland,1552.4,67
2020,12,Central Michigan,1550.4,68
2020,12,TCU,1547.0,69
2020,12,Ole Miss,1536.9,70
2020,12,Tennessee,1532.5,71
2020,12,Louisiana Tech,1532.4,72
2020,12,Troy,1532.0,73
2020,12,Baylor,1532.0,74
2020,12,Air Force,1526.0,75
2020,12,Wyoming,1524.5,76
2020,12,Arkansas,1524.3,77
2020,12,Illinois,1516.6,78
2020,12,Oregon State,1514.1,79
2020,12,Nebraska,1512.4,80
2020,12,Louisville,1508.7,81
2020,12,Mississippi State,1507.3,82
2020,12,Penn State,1506.5,83
2020,12,Stanford,1503.6,84
2020,12,Charlotte,1502.8,85
2020,12,Ball State,1501.7,86
2020,12,Hawai'i,1500.0,87
2020,12,Ohio,1499.6,88
2020,12,California,1496.8,89
2020,12,Georgia State,1494.6,90
2020,12,Michigan State,1493.9,91
2020,12,Miami (OH),1490.9,92
2020,12,South Carolina,1486.8,93
2020,12,Duke,1485.0,94
2020,12,UTSA,1474.2,95
2020,12,Texas Tech,1471.5,96
2020,12,Arizona,1469.6,97
2020,12,Navy,1468.3,98
2020,12,Colorado State,1466.6,99
2020,12,Western Kentucky,1462.7,100
2020,12,Florida State,1457.2,101
2020,12,East Carolina,1448.1,102
2020,12,Arkansas State,1436.7,103
2020,12,Georgia Tech,1436.6,104
2020,12,Rutgers,1430.3,105
2020,12,North Texas,1427.4,106
2020,12,Rice,1425.5,107
2020,12,Temple,1400.1,108
2020,12,New Mexico State,1391.4,109
2020,12,Middle Tennessee,1384.3,110
2020,12,UTEP,1383.9,111
2020,12,Utah State,1381.4,112
2020,12,Eastern Michigan,1377.7,113
2020,12,South Alabama,1372.8,114
2020,12,Syracuse,1366.3,115
2020,12,Texas State,1357.7,116
2020,12,Florida International,1349.1,117
2020,12,Southern Miss,1348.5,118
2020,12,UNLV,1340.1,119
2020,12,Northern Illinois,1335.7,120
2020,12,Kansas,1331.3,121
2020,12,South Florida,1330.1,122
2020,12,New Mexico,1319.9,123
2020,12,Massachusetts,1311.5,124
2020,12,Vanderbilt,1301.5,125
2020,12,Bowling Green,1285.5,126
2020,12,Akron,1260.5,127
2020,12,UL Monroe,1226.4,128
2020,13,Alabama,1919.1,1
2020,13,Notre Dame,1888.2,2
2020,13,Ohio State,1879.2,3
2020,13,Clemson,1865.0,4
2020,13,BYU,1845.1,5
2020,13,Florida,1819.2,6
2020,13,Cincinnati,1815.1,7
2020,13,Georgia,1801.0,8
2020,13,Oklahoma,1777.2,9
2020,13,Texas A&M,1763.0,10
2020,13,USC,1754.3,11
2020,13,Oregon,1749.7,12
2020,13,Miami,1744.6,13
2020,13,Indiana,1743.9,14
2020,13,Iowa,1738.8,15
2020,13,Wisconsin,1733.1,16
2020,13,Marshall,1731.9,17
2020,13,Coastal Carolina,1724.7,18
2020,13,UCF,1724.1,19
2020,13,Auburn,1719.0,20
2020,13,Iowa State,1715.2,21
2020,13,Louisiana,1712.1,22
2020,13,Boise State,1707.9,23
2020,13,North Carolina,1701.0,24
2020,13,Texas,1699.9,25
2020,13,Washington,1698.2,26
2020,13,Memphis,1688.6,27
2020,13,Oklahoma State,1674.2,28
2020,13,Buffalo,1673.9,29
2020,13,App State,1673.4,30
2020,13,LSU,1668.6,31
2020,13,Florida Atlantic,1664.3,32
2020,13,Northwestern,1664.3,33
2020,13,San José State,1652.5,34
2020,13,Tulsa,1649.5,35
2020,13,Western Michigan,1643.6,36
2020,13,Colorado,1642.4,37
2020,13,SMU,1640.7,38
2020,13,Liberty,1637.5,39
2020,13,Nevada,1631.6,40
2020,13,West Virginia,1617.7,41
2020,13,Wake Forest,1613.4,42
2020,13,Pittsburgh,1610.3,43
2020,13,NC State,1606.0,44
2020,13,Tulane,1603.1,45
2020,13,Boston College,1603.1,46
2020,13,Missouri,1600.2,47
2020,13,Arizona State,1599.6,48
2020,13,Utah,1597.0,49
2020,13,UCLA,1594.3,50
2020,13,Virginia Tech,1592.4,51
2020,13,Kentucky,1586.4,52
2020,13,San Diego State,1582.9,53
2020,13,Minnesota,1582.2,54
2020,13,Kansas State,1579.0,55
2020,13,Michigan,1578.9,56
2020,13,TCU,1574.5,57
2020,13,Central Michigan,1573.7,58
2020,13,UAB,1573.1,59
2020,13,Fresno State,1573.1,60
2020,13,Washington State,1568.2,61
2020,13,Wyoming,1559.8,62
2020,13,Houston,1558.7,63
2020,13,Virginia,1556.4,64
2020,13,Ole Miss,1554.5,65
2020,13,Army,1553.3,66
2020,13,Kent State,1550.7,67
2020,13,Oregon State,1547.7,68
2020,13,Penn State,1545.6,69
2020,13,Michigan State,1544.6,70
2020,13,Baylor,1540.0,71
2020,13,Georgia Southern,1539.8,72
2020,13,Maryland,1537.7,73
2020,13,Tennessee,1532.5,74
2020,13,Louisiana Tech,1532.4,75
2020,13,Toledo,1529.9,76
2020,13,Miami (OH),1528.5,77
2020,13,Ball State,1526.8,78
2020,13,Air Force,1526.0,79
2020,13,Arkansas,1524.3,80
2020,13,Hawai'i,1521.7,81
2020,13,Ohio,1519.7,82
2020,13,Georgia State,1518.3,83
2020,13,Stanford,1517.8,84
2020,13,Illinois,1516.6,85
2020,13,Purdue,1511.5,86
2020,13,Troy,1511.4,87
2020,13,Nebraska,1504.3,88
2020,13,Charlotte,1502.8,89
2020,13,UTSA,1501.7,90
2020,13,East Carolina,1500.3,91
2020,13,Louisville,1494.5,92
2020,13,Mississippi State,1489.8,93
2020,13,California,1482.6,94
2020,13,Georgia Tech,1472.6,95
2020,13,Rutgers,1471.5,96
2020,13,South Carolina,1467.7,97
2020,13,Colorado State,1466.6,98
2020,13,Texas Tech,1463.8,99
2020,13,Western Kentucky,1462.7,100
2020,13,Navy,1457.5,101
2020,13,Florida State,1457.2,102
2020,13,Duke,1448.9,103
2020,13,Arizona,1442.3,104
2020,13,Rice,1425.5,105
2020,13,Utah State,1405.4,106
2020,13,Arkansas State,1404.8,107
2020,13,South Alabama,1404.7,108
2020,13,Temple,1400.1,109
2020,13,North Texas,1399.9,110
2020,13,New Mexico State,1391.4,111
2020,13,Middle Tennessee,1384.3,112
2020,13,UTEP,1383.9,113
2020,13,Eastern Michigan,1354.4,114
2020,13,Syracuse,1350.9,115
2020,13,Florida International,1349.1,116
2020,13,Southern Miss,1348.5,117
2020,13,Texas State,1341.8,118
2020,13,Northern Illinois,1332.0,119
2020,13,South Florida,1320.2,120
2020,13,UNLV,1304.8,121
2020,13,Kansas,1303.7,122
2020,13,Massachusetts,1302.1,123
2020,13,New Mexico,1295.9,124
2020,13,Vanderbilt,1292.6,125
2020,13,Bowling Green,1265.4,126
2020,13,Akron,1222.9,127
2020,13,UL Monroe,1216.4,128
2020,14,Alabama,1943.7,1
2020,14,Ohio State,1900.5,2
2020,14,Notre Dame,1890.1,3
2020,14,Clemson,1887.0,4
2020,14,Florida,1834.1,5
2020,14,BYU,1819.5,6
2020,14,Cincinnati,1815.1,7
2020,14,Georgia,1801.0,8
2020,14,Texas A&M,1794.3,9
2020,14,Oklahoma,1785.5,10
2020,14,Indiana,1779.5,11
2020,14,USC,1774.4,12
2020,14,Miami,1766.5,13
2020,14,Iowa,1759.0,14
2020,14,Coastal Carolina,1750.3,15
2020,14,Iowa State,1737.9,16
2020,14,Texas,1737.8,17
2020,14,Louisiana,1729.8,18
2020,14,UCF,1724.1,19
2020,14,Oregon,1710.8,20
2020,14,Boise State,1707.9,21
2020,14,North Carolina,1703.1,22
2020,14,Wisconsin,1697.5,23
2020,14,Auburn,1687.6,24
2020,14,Buffalo,1673.9,25
2020,14,Tulsa,1671.3,26
2020,14,San José State,1668.6,27
2020,14,Colorado,1666.4,28
2020,14,Marshall,1664.7,29
2020,14,Northwestern,1664.3,30
2020,14,Washington,1660.8,31
2020,14,App State,1655.7,32
2020,14,Nevada,1653.9,33
2020,14,Memphis,1653.8,34
2020,14,Oklahoma State,1646.3,35
2020,14,LSU,1644.0,36
2020,14,SMU,1640.7,37
2020,14,Tulane,1637.8,38
2020,14,UCLA,1637.8,39
2020,14,Liberty,1637.5,40
2020,14,Florida Atlantic,1622.6,41
2020,14,Utah,1619.7,42
2020,14,NC State,1618.8,43
2020,14,Wake Forest,1613.4,44
2020,14,Pittsburgh,1610.3,45
2020,14,Missouri,1607.8,46
2020,14,Kentucky,1604.6,47
2020,14,TCU,1602.4,48
2020,14,San Diego State,1600.7,49
2020,14,West Virginia,1595.0,50
2020,14,Western Michigan,1589.1,51
2020,14,Ball State,1585.4,52
2020,14,Virginia,1584.4,53
2020,14,Minnesota,1582.2,54
2020,14,Georgia Southern,1581.5,55
2020,14,Penn State,1578.9,56
2020,14,Michigan,1578.9,57
2020,14,Boston College,1575.1,58
2020,14,UAB,1573.1,59
2020,14,Virginia Tech,1570.3,60
2020,14,Air Force,1567.9,61
2020,14,Houston,1558.7,62
2020,14,Toledo,1558.1,63
2020,14,Louisiana Tech,1557.3,64
2020,14,Arizona State,1556.1,65
2020,14,Stanford,1555.1,66
2020,14,Ole Miss,1554.5,67
2020,14,Army,1553.3,68
2020,14,Fresno State,1550.8,69
2020,14,Kent State,1550.7,70
2020,14,Troy,1548.1,71
2020,14,Washington State,1548.1,72
2020,14,Wyoming,1543.1,73
2020,14,Kansas State,1541.1,74
2020,14,Nebraska,1537.8,75
2020,14,Maryland,1537.7,76
2020,14,Baylor,1531.7,77
2020,14,Miami (OH),1528.5,78
2020,14,Oregon State,1525.0,79
2020,14,Michigan State,1523.3,80
2020,14,California,1521.5,81
2020,14,Ohio,1519.7,82
2020,14,Georgia State,1518.3,83
2020,14,Tennessee,1517.5,84
2020,14,Arkansas,1516.7,85
2020,14,Central Michigan,1515.1,86
2020,14,Western Kentucky,1506.3,87
2020,14,Hawai'i,1505.6,88
2020,14,UTSA,1501.7,89
2020,14,East Carolina,1500.3,90
2020,14,Illinois,1496.4,91
2020,14,Louisville,1494.5,92
2020,14,Rice,1492.6,93
2020,14,Mississippi State,1489.8,94
2020,14,Purdue,1477.9,95
2020,14,Texas Tech,1470.3,96
2020,14,Georgia Tech,1459.9,97
2020,14,Charlotte,1459.1,98
2020,14,Florida State,1457.2,99
2020,14,South Carolina,1449.5,100
2020,14,Colorado State,1448.8,101
2020,14,Rutgers,1438.2,102
2020,14,Navy,1435.6,103
2020,14,Duke,1427.1,104
2020,14,Arkansas State,1419.1,105
2020,14,Arizona,1418.3,106
2020,14,Eastern Michigan,1409.0,107
2020,14,Temple,1400.1,108
2020,14,New Mexico State,1391.4,109
2020,14,Middle Tennessee,1384.3,110
2020,14,UTEP,1383.9,111
2020,14,North Texas,1375.1,112
2020,14,South Alabama,1368.1,113
2020,14,Utah State,1363.6,114
2020,14,Florida International,1349.1,115
2020,14,Syracuse,1349.1,116
2020,14,Southern Miss,1348.5,117
2020,14,Texas State,1341.8,118
2020,14,South Florida,1320.2,119
2020,14,New Mexico,1312.5,120
2020,14,UNLV,1304.8,121
2020,14,Northern Illinois,1303.9,122
2020,14,Massachusetts,1302.1,123
2020,14,Kansas,1297.3,124
2020,14,Vanderbilt,1292.6,125
2020,14,Akron,1267.8,126
2020,14,Bowling Green,1220.5,127
2020,14,UL Monroe,1202.1,128
2020,15,Alabama,1956.1,1
2020,15,Ohio State,1900.5,2
2020,15,Notre Dame,1890.1,3
2020,15,Clemson,1887.0,4
2020,15,Georgia,1830.6,5
2020,15,BYU,1828.9,6
2020,15,Cincinnati,1815.1,7
2020,15,Florida,1809.9,8
2020,15,USC,1795.7,9
2020,15,Texas A&M,1794.3,10
2020,15,Iowa,1786.4,11
2020,15,Oklahoma,1785.5,12
2020,15,Indiana,1779.5,13
2020,15,Coastal Carolina,1763.1,14
2020,15,North Carolina,1758.5,15
2020,15,Iowa State,1737.9,16
2020,15,Texas,1737.8,17
2020,15,Louisiana,1729.8,18
2020,15,Boise State,1727.8,19
2020,15,UCF,1724.1,20
2020,15,Miami,1711.1,21
2020,15,Oregon,1710.8,22
2020,15,Auburn,1709.6,23
2020,15,San José State,1690.1,24
2020,15,Oklahoma State,1685.2,25
2020,15,App State,1681.5,26
2020,15,Buffalo,1679.7,27
2020,15,Northwestern,1677.6,28
2020,15,Utah,1671.7,29
2020,15,Tulsa,1671.3,30
2020,15,Wisconsin,1670.1,31
2020,15,LSU,1668.3,32
2020,15,Marshall,1664.7,33
2020,15,Memphis,1662.7,34
2020,15,Washington,1660.8,35
2020,15,SMU,1640.7,36
2020,15,Tulane,1637.8,37
2020,15,Liberty,1637.5,38
2020,15,Pittsburgh,1636.0,39
2020,15,Nevada,1632.4,40
2020,15,TCU,1632.2,41
2020,15,NC State,1618.8,42
2020,15,Arizona State,1617.5,43
2020,15,UCLA,1616.6,44
2020,15,Colorado,1614.5,45
2020,15,Minnesota,1608.4,46
2020,15,Kentucky,1604.6,47
2020,15,Penn State,1599.9,48
2020,15,Virginia Tech,1599.8,49
2020,15,Ball State,1598.7,50
2020,15,UAB,1597.9,51
2020,15,West Virginia,1595.0,52
2020,15,San Diego State,1591.3,53
2020,15,Michigan,1578.9,54
2020,15,Missouri,1578.3,55
2020,15,Stanford,1576.7,56
2020,15,Western Michigan,1575.7,57
2020,15,Boston College,1575.1,58
2020,15,Army,1574.5,59
2020,15,Air Force,1567.9,60
2020,15,Wake Forest,1567.7,61
2020,15,Florida Atlantic,1567.4,62
2020,15,Toledo,1563.6,63
2020,15,Georgia Southern,1555.8,64
2020,15,Virginia,1554.9,65
2020,15,Ole Miss,1554.5,66
2020,15,Kent State,1550.7,67
2020,15,Houston,1549.9,68
2020,15,Washington State,1548.1,69
2020,15,Tennessee,1541.6,70
2020,15,Kansas State,1541.1,71
2020,15,Louisville,1540.2,72
2020,15,Troy,1535.2,73
2020,15,Miami (OH),1528.5,74
2020,15,Louisiana Tech,1527.5,75
2020,15,Wyoming,1523.2,76
2020,15,California,1521.5,77
2020,15,Ohio,1519.7,78
2020,15,Georgia State,1518.3,79
2020,15,Hawai'i,1516.6,80
2020,15,Nebraska,1511.6,81
2020,15,Maryland,1511.0,82
2020,15,Central Michigan,1509.6,83
2020,15,Western Kentucky,1506.3,84
2020,15,Fresno State,1505.1,85
2020,15,Arkansas,1504.3,86
2020,15,Oregon State,1503.4,87
2020,15,Michigan State,1502.3,88
2020,15,UTSA,1501.7,89
2020,15,East Carolina,1500.3,90
2020,15,Baylor,1492.8,91
2020,15,Florida State,1483.3,92
2020,15,Illinois,1483.2,93
2020,15,Purdue,1477.9,94
2020,15,Texas Tech,1470.3,95
2020,15,Rice,1467.8,96
2020,15,Mississippi State,1467.8,97
2020,15,Rutgers,1465.0,98
2020,15,Charlotte,1459.1,99
2020,15,South Carolina,1449.5,100
2020,15,Colorado State,1448.8,101
2020,15,Georgia Tech,1434.2,102
2020,15,Eastern Michigan,1422.3,103
2020,15,Arkansas State,1419.1,104
2020,15,Navy,1414.3,105
2020,15,Southern Miss,1403.7,106
2020,15,Duke,1401.0,107
2020,15,Temple,1400.1,108
2020,15,New Mexico State,1391.4,109
2020,15,North Texas,1390.5,110
2020,15,Middle Tennessee,1384.3,111
2020,15,UTEP,1368.5,112
2020,15,South Alabama,1368.1,113
2020,15,Utah State,1363.6,114
2020,15,New Mexico,1358.2,115
2020,15,Arizona,1356.8,116
2020,15,Florida International,1349.1,117
2020,15,Syracuse,1349.1,118
2020,15,Texas State,1341.8,119
2020,15,South Florida,1320.2,120
2020,15,Massachusetts,1302.1,121
2020,15,Kansas,1297.3,122
2020,15,UNLV,1293.8,123
2020,15,Northern Illinois,1290.5,124
2020,15,Vanderbilt,1268.6,125
2020,15,Akron,1262.0,126
2020,15,Bowling Green,1220.5,127
2020,15,UL Monroe,1202.1,128
2020,16,Alabama,1971.2,1
2020,16,Clemson,1925.9,2
2020,16,Ohio State,1912.6,3
2020,16,Notre Dame,1851.2,4
2020,16,Georgia,1830.6,5
2020,16,BYU,1828.9,6
2020,16,Cincinnati,1822.1,7
2020,16,Texas A&M,1814.9,8
2020,16,Oklahoma,1806.1,9
2020,16,Florida,1794.8,10
2020,16,Iowa,1786.4,11
2020,16,Indiana,1779.5,12
2020,16,Coastal Carolina,1763.1,13
2020,16,USC,1762.8,14
2020,16,North Carolina,1758.5,15
2020,16,Oregon,1743.7,16
2020,16,Texas,1737.8,17
