season,week,team,rating,rank
2022,6,Toledo,1586.5,51
2022,6,South Alabama,1586.0,52
2022,6,Kansas,1584.7,53
2022,6,Tulane,1583.3,54
2022,6,UAB,1582.5,55
2022,6,Wisconsin,1581.0,56
2022,6,Florida State,1579.1,57
2022,6,Louisville,1568.9,58
2022,6,Western Kentucky,1565.0,59
2022,6,Houston,1556.9,60
2022,6,SMU,1556.3,61
2022,6,Troy,1554.4,62
2022,6,Auburn,1548.3,63
2022,6,Air Force,1547.8,64
2022,6,App State,1545.6,65
2022,6,Texas Tech,1541.3,66
2022,6,California,1538.7,67
2022,6,East Carolina,1538.6,68
2022,6,Duke,1538.4,69
2022,6,Louisiana,1534.4,70
2022,6,West Virginia,1532.9,71
2022,6,Michigan State,1532.8,72
2022,6,Marshall,1525.9,73
2022,6,Miami,1524.4,74
2022,6,Eastern Michigan,1514.5,75
2022,6,UNLV,1505.9,76
2022,6,Arizona State,1503.6,77
2022,6,Rice,1500.8,78
2022,6,Nebraska,1500.7,79
2022,6,Missouri,1493.9,80
2022,6,Rutgers,1493.3,81
2022,6,Georgia State,1492.6,82
2022,6,Buffalo,1487.1,83
2022,6,Vanderbilt,1485.1,84
2022,6,Georgia Tech,1479.9,85
2022,6,Indiana,1477.6,86
2022,6,Miami (OH),1476.8,87
2022,6,San Diego State,1476.5,88
2022,6,Wyoming,1475.6,89
2022,6,Virginia Tech,1475.3,90
2022,6,Middle Tennessee,1473.9,91
2022,6,Texas State,1466.5,92
2022,6,Fresno State,1464.5,93
2022,6,Boston College,1464.1,94
2022,6,Georgia Southern,1461.8,95
2022,6,North Texas,1456.6,96
2022,6,Kent State,1452.5,97
2022,6,Old Dominion,1451.6,98
2022,6,Arizona,1448.5,99
2022,6,Nevada,1447.8,100
2022,6,Ball State,1444.6,101
2022,6,Tulsa,1444.1,102
2022,6,Utah State,1439.7,103
2022,6,Virginia,1436.8,104
2022,6,Louisiana Tech,1434.9,105
2022,6,UTEP,1432.2,106
2022,6,Ohio,1431.6,107
2022,6,Stanford,1430.7,108
2022,6,Central Michigan,1427.1,109
2022,6,Navy,1418.2,110
2022,6,Florida Atlantic,1415.6,111
2022,6,Army,1411.7,112
2022,6,Western Michigan,1411.6,113
2022,6,Southern Miss,1411.4,114
2022,6,UConn,1402.3,115
2022,6,Arkansas State,1398.1,116
2022,6,Temple,1390.1,117
2022,6,UL Monroe,1389.2,118
2022,6,Northern Illinois,1374.5,119
2022,6,Bowling Green,1374.4,120
2022,6,New Mexico,1362.7,121
2022,6,Northwestern,1353.3,122
2022,6,South Florida,1349.8,123
2022,6,Colorado,1336.9,124
2022,6,Akron,1313.4,125
2022,6,Florida International,1309.8,126
2022,6,Hawai'i,1309.0,127
2022,6,Colorado State,1307.5,128
2022,6,New Mexico State,1290.3,129
2022,6,Charlotte,1279.3,130
2022,6,Massachusetts,1252.3,131
2022,7,Georgia,1865.1,1
2022,7,Ohio State,1843.9,2
2022,7,Michigan,1843.7,3
2022,7,Alabama,1842.7,4
2022,7,Clemson,1819.8,5
2022,7,Ole Miss,1782.4,6
2022,7,Tennessee,1778.4,7
2022,7,Oklahoma State,1752.0,8
2022,7,Cincinnati,1749.1,9
2022,7,TCU,1747.6,10
2022,7,Penn State,1741.4,11
2022,7,UCLA,1730.7,12
2022,7,Utah,1722.9,13
2022,7,Oregon,1722.7,14
2022,7,USC,1718.7,15
2022,7,Texas,1712.1,16
2022,7,Notre Dame,1704.3,17
2022,7,Wake Forest,1695.0,18
2022,7,Kentucky,1688.6,19
2022,7,Illinois,1684.7,20
2022,7,Mississippi State,1681.2,21
2022,7,Pittsburgh,1668.4,22
2022,7,North Carolina,1667.0,23
2022,7,LSU,1666.7,24
2022,7,UCF,1665.5,25
2022,7,Syracuse,1664.8,26
2022,7,Maryland,1660.7,27
2022,7,Arkansas,1654.1,28
2022,7,Purdue,1643.5,29
2022,7,Kansas State,1642.7,30
2022,7,NC State,1641.3,31
2022,7,Oregon State,1639.6,32
2022,7,UTSA,1637.1,33
2022,7,Minnesota,1636.6,34
2022,7,Iowa,1635.9,35
2022,7,Texas A&M,1634.3,36
2022,7,Oklahoma,1631.7,37
2022,7,Baylor,1630.9,38
2022,7,Coastal Carolina,1629.5,39
2022,7,Liberty,1617.5,40
2022,7,Washington,1608.2,41
2022,7,Toledo,1602.9,42
2022,7,Tulane,1602.6,43
2022,7,Western Kentucky,1598.1,44
2022,7,Boise State,1595.0,45
2022,7,South Alabama,1594.0,46
2022,7,Air Force,1593.2,47
2022,7,BYU,1589.5,48
2022,7,Washington State,1588.7,49
2022,7,UAB,1588.5,50
2022,7,South Carolina,1587.8,51
2022,7,Iowa State,1587.2,52
2022,7,Memphis,1581.5,53
2022,7,James Madison,1578.7,54
2022,7,San José State,1569.2,55
2022,7,Louisville,1568.9,56
2022,7,Louisiana,1567.0,57
2022,7,Florida,1566.5,58
2022,7,SMU,1566.4,59
2022,7,Florida State,1564.9,60
2022,7,Kansas,1564.2,61
2022,7,Troy,1563.5,62
2022,7,Wisconsin,1558.9,63
2022,7,Houston,1556.9,64
2022,7,Michigan State,1554.9,65
2022,7,West Virginia,1552.5,66
2022,7,East Carolina,1551.3,67
2022,7,Miami,1548.7,68
2022,7,App State,1545.6,69
2022,7,Texas Tech,1541.3,70
2022,7,Auburn,1539.2,71
2022,7,Duke,1523.8,72
2022,7,Old Dominion,1512.1,73
2022,7,Buffalo,1510.8,74
2022,7,Arizona State,1503.6,75
2022,7,California,1502.1,76
2022,7,Fresno State,1495.4,77
2022,7,Georgia Southern,1493.9,78
2022,7,Missouri,1493.9,79
2022,7,Marshall,1493.3,80
2022,7,Rutgers,1493.3,81
2022,7,Georgia State,1492.6,82
2022,7,Nebraska,1490.3,83
2022,7,North Texas,1483.1,84
2022,7,Rice,1483.0,85
2022,7,Georgia Tech,1479.9,86
2022,7,Vanderbilt,1479.2,87
2022,7,San Diego State,1476.5,88
2022,7,Wyoming,1475.6,89
2022,7,Ohio,1471.4,90
2022,7,Boston College,1464.1,91
2022,7,Indiana,1461.5,92
2022,7,UNLV,1460.5,93
2022,7,Ball State,1457.5,94
2022,7,Texas State,1457.4,95
2022,7,Eastern Michigan,1457.4,96
2022,7,Utah State,1455.8,97
2022,7,Miami (OH),1455.1,98
2022,7,Virginia Tech,1451.1,99
2022,7,Stanford,1450.8,100
2022,7,Central Michigan,1449.0,101
2022,7,Tulsa,1444.1,102
2022,7,Middle Tennessee,1440.8,103
2022,7,Virginia,1436.8,104
2022,7,Arizona,1436.5,105
2022,7,Kent State,1436.1,106
2022,7,Florida Atlantic,1433.4,107
2022,7,UTEP,1432.2,108
2022,7,Northern Illinois,1431.7,109
2022,7,Southern Miss,1417.7,110
2022,7,Army,1417.4,111
2022,7,Louisiana Tech,1408.3,112
2022,7,Navy,1408.0,113
2022,7,Nevada,1406.2,114
2022,7,Bowling Green,1396.1,115
2022,7,Arkansas State,1391.9,116
2022,7,UConn,1389.4,117
2022,7,UL Monroe,1381.1,118
2022,7,Temple,1379.0,119
2022,7,Colorado,1373.5,120
2022,7,Western Michigan,1371.9,121
2022,7,Northwestern,1353.3,122
2022,7,Hawai'i,1350.6,123
2022,7,New Mexico,1331.1,124
2022,7,South Florida,1330.5,125
2022,7,New Mexico State,1321.8,126
2022,7,Florida International,1293.7,127
2022,7,Akron,1291.4,128
2022,7,Colorado State,1291.3,129
2022,7,Charlotte,1273.3,130
2022,7,Massachusetts,1228.6,131
2022,8,Georgia,1865.1,1
2022,8,Ohio State,1857.9,2
2022,8,Alabama,1857.7,3
2022,8,Michigan,1843.7,4
2022,8,Clemson,1829.1,5
2022,8,Tennessee,1780.9,6
2022,8,Oklahoma State,1768.8,7
2022,8,TCU,1762.2,8
2022,8,Penn State,1761.9,9
2022,8,Cincinnati,1758.5,10
2022,8,Oregon,1749.9,11
2022,8,Ole Miss,1736.6,12
2022,8,Utah,1722.9,13
2022,8,USC,1718.7,14
2022,8,Notre Dame,1713.9,15
2022,8,LSU,1712.5,16
2022,8,Wake Forest,1706.0,17
2022,8,UCLA,1703.5,18
2022,8,Texas,1695.2,19
2022,8,Kentucky,1688.6,20
2022,8,Illinois,1684.7,21
2022,8,North Carolina,1667.0,22
2022,8,Mississippi State,1666.3,23
2022,8,Maryland,1665.1,24
2022,8,Syracuse,1655.4,25
2022,8,Arkansas,1654.1,26
2022,8,Baylor,1649.5,27
2022,8,Oregon State,1649.1,28
2022,8,Liberty,1645.8,29
2022,8,UTSA,1644.9,30
2022,8,NC State,1641.3,31
2022,8,Pittsburgh,1632.2,32
2022,8,Oklahoma,1631.7,33
2022,8,Washington,1630.6,34
2022,8,Coastal Carolina,1629.5,35
2022,8,Kansas State,1628.1,36
2022,8,Tulane,1623.6,37
2022,8,UCF,1622.2,38
2022,8,Iowa,1621.9,39
2022,8,Boise State,1619.7,40
2022,8,Minnesota,1616.1,41
2022,8,Texas A&M,1612.3,42
2022,8,Purdue,1611.8,43
2022,8,Western Kentucky,1610.8,44
2022,8,South Carolina,1609.7,45
2022,8,Louisville,1605.1,46
2022,8,East Carolina,1594.6,47
2022,8,Wisconsin,1590.7,48
2022,8,Washington State,1588.7,49
2022,8,Iowa State,1587.2,50
2022,8,Troy,1587.0,51
2022,8,Houston,1584.9,52
2022,8,Louisiana,1580.2,53
2022,8,Texas Tech,1577.6,54
2022,8,UAB,1575.8,55
2022,8,Toledo,1575.7,56
2022,8,App State,1570.6,57
2022,8,South Alabama,1570.6,58
2022,8,Duke,1570.3,59
2022,8,San José State,1569.2,60
2022,8,Air Force,1568.5,61
2022,8,Florida,1566.5,62
2022,8,Florida State,1564.9,63
2022,8,BYU,1561.1,64
2022,8,Memphis,1560.5,65
2022,8,SMU,1557.0,66
2022,8,Michigan State,1554.9,67
2022,8,Kansas,1545.7,68
2022,8,Auburn,1539.2,69
2022,8,Buffalo,1538.0,70
2022,8,Marshall,1536.1,71
2022,8,James Madison,1535.9,72
2022,8,Fresno State,1527.1,73
2022,8,Georgia Southern,1519.5,74
2022,8,West Virginia,1516.2,75
2022,8,Rutgers,1510.7,76
2022,8,San Diego State,1510.1,77
2022,8,Missouri,1506.3,78
2022,8,Miami,1502.2,79
2022,8,Wyoming,1499.4,80
2022,8,Arizona State,1495.6,81
2022,8,Rice,1491.1,82
2022,8,Nebraska,1490.3,83
2022,8,Ohio,1488.2,84
2022,8,Old Dominion,1486.5,85
2022,8,California,1479.7,86
2022,8,Eastern Michigan,1479.6,87
2022,8,North Texas,1475.4,88
2022,8,Tulsa,1473.9,89
2022,8,Virginia,1467.7,90
2022,8,Georgia State,1467.6,91
2022,8,Vanderbilt,1466.7,92
2022,8,Stanford,1458.8,93
2022,8,Boston College,1453.2,94
2022,8,Virginia Tech,1451.1,95
2022,8,UNLV,1450.8,96
2022,8,Georgia Tech,1448.9,97
2022,8,Southern Miss,1446.5,98
2022,8,Kent State,1445.9,99
2022,8,UTEP,1445.4,100
2022,8,Indiana,1444.1,101
2022,8,Army,1443.9,102
2022,8,Middle Tennessee,1440.8,103
2022,8,Bowling Green,1438.9,104
2022,8,Arizona,1436.5,105
2022,8,Ball State,1435.3,106
2022,8,Utah State,1432.0,107
2022,8,Texas State,1428.6,108
2022,8,Miami (OH),1424.4,109
2022,8,Florida Atlantic,1420.1,110
2022,8,Northern Illinois,1414.8,111
2022,8,Central Michigan,1406.2,112
2022,8,Western Michigan,1402.5,113
2022,8,Louisiana Tech,1400.2,114
2022,8,UConn,1389.4,115
2022,8,Navy,1380.0,116
2022,8,Arkansas State,1378.7,117
2022,8,Nevada,1372.6,118
2022,8,Colorado,1363.9,119
2022,8,UL Monroe,1354.6,120
2022,8,Temple,1349.2,121
2022,8,Northwestern,1348.8,122
2022,8,Florida International,1333.5,123
2022,8,Hawai'i,1331.7,124
2022,8,South Florida,1330.5,125
2022,8,New Mexico State,1321.8,126
2022,8,Colorado State,1310.3,127
2022,8,New Mexico,1299.4,128
2022,8,Akron,1281.6,129
2022,8,Charlotte,1233.6,130
2022,8,Massachusetts,1228.6,131
2022,9,Ohio State,1887.1,1
2022,9,Georgia,1875.2,2
2022,9,Alabama,1857.7,3
2022,9,Michigan,1851.2,4
2022,9,Clemson,1829.1,5
2022,9,Tennessee,1804.5,6
2022,9,TCU,1778.6,7
2022,9,Oregon,1768.2,8
2022,9,Ole Miss,1750.8,9
2022,9,Notre Dame,1749.2,10
2022,9,Utah,1738.9,11
2022,9,Cincinnati,1734.5,12
2022,9,Penn State,1732.6,13
2022,9,USC,1731.7,14
2022,9,UCLA,1713.4,15
2022,9,LSU,1712.5,16
2022,9,Oklahoma State,1710.1,17
2022,9,Illinois,1708.5,18
2022,9,Texas,1695.2,19
2022,9,North Carolina,1691.3,20
2022,9,Baylor,1689.2,21
2022,9,Kansas State,1686.9,22
2022,9,Arkansas,1682.6,23
2022,9,Mississippi State,1666.3,24
2022,9,Oklahoma,1665.8,25
2022,9,Maryland,1665.1,26
2022,9,Kentucky,1665.0,27
2022,9,Wake Forest,1661.1,28
2022,9,Coastal Carolina,1657.2,29
2022,9,Louisville,1650.0,30
2022,9,Oregon State,1649.1,31
2022,9,UCF,1646.2,32
2022,9,Liberty,1645.8,33
2022,9,UTSA,1644.9,34
2022,9,NC State,1644.1,35
2022,9,Minnesota,1637.1,36
2022,9,Washington,1630.6,37
2022,9,Iowa,1629.8,38
2022,9,Boise State,1627.5,39
2022,9,Tulane,1623.6,40
2022,9,Syracuse,1620.2,41
2022,9,East Carolina,1612.5,42
2022,9,Purdue,1611.8,43
2022,9,Pittsburgh,1607.8,44
2022,9,South Alabama,1598.4,45
2022,9,Texas A&M,1598.1,46
2022,9,Houston,1592.9,47
2022,9,Toledo,1591.1,48
2022,9,Wisconsin,1590.7,49
2022,9,Troy,1587.0,50
2022,9,SMU,1585.5,51
2022,9,Florida State,1583.7,52
2022,9,San José State,1577.3,53
2022,9,Washington State,1572.6,54
2022,9,App State,1571.8,55
2022,9,Duke,1570.3,56
2022,9,Air Force,1568.5,57
2022,9,South Carolina,1567.1,58
2022,9,Memphis,1560.5,59
2022,9,Florida,1556.4,60
2022,9,Western Kentucky,1555.0,61
2022,9,Iowa State,1553.1,62
2022,9,Missouri,1549.0,63
2022,9,Michigan State,1547.4,64
2022,9,Kansas,1545.7,65
2022,9,BYU,1543.3,66
2022,9,UAB,1543.1,67
2022,9,Fresno State,1541.4,68
2022,9,Louisiana,1539.2,69
2022,9,Buffalo,1538.0,70
2022,9,Texas Tech,1537.9,71
2022,9,James Madison,1535.9,72
2022,9,North Texas,1531.1,73
2022,9,Georgia Southern,1519.5,74
2022,9,Wyoming,1518.1,75
2022,9,Arizona State,1517.7,76
2022,9,Miami,1516.3,77
2022,9,Auburn,1510.7,78
2022,9,Marshall,1508.4,79
2022,9,West Virginia,1499.8,80
2022,9,San Diego State,1495.8,81
2022,9,Georgia State,1495.3,82
2022,9,Rutgers,1489.7,83
2022,9,Ohio,1488.2,84
2022,9,Southern Miss,1487.6,85
2022,9,Middle Tennessee,1475.4,86
2022,9,Vanderbilt,1466.7,87
2022,9,Nebraska,1466.6,88
2022,9,Eastern Michigan,1464.3,89
2022,9,California,1461.4,90
2022,9,Old Dominion,1458.8,91
2022,9,Virginia,1453.6,92
2022,9,Miami (OH),1453.0,93
2022,9,Florida Atlantic,1452.8,94
2022,9,UNLV,1450.8,95
2022,9,Stanford,1448.9,96
2022,9,Virginia Tech,1448.3,97
2022,9,Kent State,1445.9,98
2022,9,Tulsa,1445.4,99
2022,9,Indiana,1444.1,100
2022,9,Army,1443.9,101
2022,9,Bowling Green,1438.9,102
2022,9,Ball State,1435.3,103
2022,9,Utah State,1432.0,104
2022,9,Georgia Tech,1430.1,105
2022,9,Texas State,1428.6,106
2022,9,Rice,1427.3,107
2022,9,Boston College,1424.5,108
2022,9,Arizona,1423.5,109
2022,9,UConn,1418.1,110
2022,9,Northern Illinois,1414.8,111
2022,9,UTEP,1410.8,112
2022,9,Central Michigan,1406.2,113
2022,9,Western Michigan,1402.5,114
2022,9,Navy,1397.5,115
2022,9,Louisiana Tech,1373.7,116
2022,9,Nevada,1364.5,117
2022,9,Florida International,1360.0,118
2022,9,UL Monroe,1354.6,119
2022,9,Arkansas State,1350.8,120
2022,9,New Mexico State,1348.6,121
2022,9,Colorado,1341.9,122
2022,9,Northwestern,1340.9,123
2022,9,Temple,1331.7,124
2022,9,South Florida,1322.5,125
2022,9,Hawai'i,1313.0,126
2022,9,Colorado State,1302.4,127
2022,9,New Mexico,1299.4,128
2022,9,Charlotte,1297.4,129
2022,9,Akron,1253.0,130
2022,9,Massachusetts,1201.8,131
2022,10,Georgia,1894.4,1
2022,10,Ohio State,1892.0,2
2022,10,Michigan,1866.4,3
2022,10,Alabama,1847.1,4
2022,10,Clemson,1790.2,5
2022,10,Notre Dame,1788.1,6
2022,10,TCU,1786.0,7
2022,10,Tennessee,1785.3,8
2022,10,Oregon,1779.9,9
2022,10,Penn State,1752.7,10
2022,10,Ole Miss,1750.8,11
2022,10,Utah,1745.6,12
2022,10,Cincinnati,1738.9,13
2022,10,USC,1736.9,14
2022,10,UCLA,1735.5,15
2022,10,Texas,1723.5,16
2022,10,LSU,1723.1,17
2022,10,Baylor,1707.5,18
2022,10,North Carolina,1701.1,19
2022,10,Kentucky,1681.9,20
2022,10,Mississippi State,1675.6,21
2022,10,Iowa,1671.0,22
2022,10,Coastal Carolina,1671.0,23
2022,10,Illinois,1670.9,24
2022,10,UCF,1669.9,25
2022,10,Louisville,1668.8,26
2022,10,NC State,1667.4,27
2022,10,Arkansas,1666.4,28
2022,10,UTSA,1666.1,29
2022,10,Liberty,1662.0,30
2022,10,Oklahoma State,1660.4,31
2022,10,Kansas State,1658.6,32
2022,10,Minnesota,1655.6,33
2022,10,Oklahoma,1647.5,34
2022,10,Tulane,1647.1,35
2022,10,Washington,1644.7,36
2022,10,Wake Forest,1637.8,37
2022,10,Oregon State,1635.0,38
2022,10,Maryland,1632.5,39
2022,10,Pittsburgh,1631.7,40
2022,10,Florida State,1628.6,41
2022,10,Wisconsin,1623.4,42
2022,10,South Alabama,1622.6,43
2022,10,East Carolina,1612.5,44
2022,10,SMU,1612.0,45
2022,10,Troy,1611.3,46
2022,10,Washington State,1610.2,47
2022,10,Boise State,1605.6,48
2022,10,Florida,1599.4,49
2022,10,Syracuse,1596.3,50
2022,10,Kansas,1595.3,51
2022,10,South Carolina,1594.3,52
2022,10,Toledo,1591.1,53
2022,10,Duke,1590.3,54
2022,10,Michigan State,1585.0,55
2022,10,Air Force,1584.8,56
2022,10,San José State,1583.9,57
2022,10,Western Kentucky,1580.9,58
2022,10,Iowa State,1575.3,59
2022,10,Purdue,1570.6,60
2022,10,Houston,1566.4,61
2022,10,BYU,1565.1,62
2022,10,App State,1557.9,63
2022,10,Texas A&M,1555.2,64
2022,10,Fresno State,1553.9,65
2022,10,North Texas,1547.3,66
2022,10,Georgia State,1541.1,67
2022,10,Marshall,1540.3,68
2022,10,Memphis,1536.9,69
2022,10,Missouri,1532.1,70
2022,10,Texas Tech,1530.5,71
2022,10,Ohio,1523.5,72
2022,10,UAB,1521.9,73
2022,10,Wyoming,1518.1,74
2022,10,James Madison,1517.1,75
2022,10,Louisiana,1514.8,76
2022,10,San Diego State,1508.5,77
2022,10,Buffalo,1502.8,78
2022,10,Auburn,1501.4,79
2022,10,Arizona State,1495.6,80
2022,10,Georgia Southern,1495.4,81
2022,10,West Virginia,1477.7,82
2022,10,Rutgers,1474.4,83
2022,10,Miami,1471.4,84
2022,10,Ball State,1464.6,85
2022,10,Eastern Michigan,1464.3,86
2022,10,California,1456.3,87
2022,10,Miami (OH),1453.0,88
2022,10,Florida Atlantic,1452.8,89
2022,10,Bowling Green,1452.2,90
2022,10,Nebraska,1448.1,91
2022,10,Utah State,1447.5,92
2022,10,Rice,1445.8,93
2022,10,Virginia,1443.8,94
2022,10,Central Michigan,1443.2,95
2022,10,Southern Miss,1441.7,96
2022,10,Georgia Tech,1440.0,97
2022,10,Vanderbilt,1439.5,98
2022,10,Virginia Tech,1438.4,99
2022,10,UNLV,1438.1,100
2022,10,Middle Tennessee,1437.2,101
2022,10,UConn,1428.3,102
2022,10,Army,1427.6,103
2022,10,Old Dominion,1426.9,104
2022,10,Indiana,1424.1,105
2022,10,Tulsa,1421.9,106
2022,10,Texas State,1420.0,107
2022,10,Arizona,1416.8,108
2022,10,Kent State,1416.6,109
2022,10,Louisiana Tech,1411.9,110
2022,10,Stanford,1411.3,111
2022,10,Boston College,1404.5,112
2022,10,Navy,1393.1,113
2022,10,UTEP,1392.3,114
2022,10,Western Michigan,1389.3,115
2022,10,Northern Illinois,1377.8,116
2022,10,Nevada,1364.5,117
2022,10,UL Monroe,1363.2,118
2022,10,Temple,1361.9,119
2022,10,Arkansas State,1350.8,120
2022,10,New Mexico State,1348.6,121
2022,10,Florida International,1343.8,122
2022,10,Northwestern,1336.0,123
2022,10,Colorado,1330.1,124
2022,10,Hawai'i,1300.6,125
2022,10,Colorado State,1295.8,126
2022,10,South Florida,1292.3,127
2022,10,New Mexico,1284.0,128
2022,10,Charlotte,1271.5,129
2022,10,Akron,1253.0,130
2022,10,Massachusetts,1191.6,131
2022,11,Georgia,1919.3,1
2022,11,Ohio State,1895.3,2
2022,11,Michigan,1870.4,3
2022,11,Alabama,1868.6,4
2022,11,TCU,1811.1,5
2022,11,Clemson,1805.8,6
2022,11,Tennessee,1796.2,7
2022,11,Notre Dame,1791.9,8
2022,11,Penn State,1772.1,9
2022,11,Oregon,1756.8,10
2022,11,Utah,1752.3,11
2022,11,Cincinnati,1744.9,12
2022,11,USC,1741.4,13
2022,11,LSU,1740.1,14
2022,11,Ole Miss,1729.2,15
2022,11,North Carolina,1714.3,16
2022,11,Kansas State,1709.2,17
2022,11,UCLA,1699.7,18
2022,11,Texas,1698.4,19
2022,11,UCF,1697.3,20
2022,11,Iowa,1692.2,21
2022,11,UTSA,1677.1,22
2022,11,Coastal Carolina,1675.6,23
2022,11,Florida State,1674.9,24
2022,11,Oklahoma State,1673.4,25
2022,11,Washington,1667.9,26
2022,11,Minnesota,1662.4,27
2022,11,Pittsburgh,1660.5,28
2022,11,Kentucky,1656.9,29
2022,11,Baylor,1656.9,30
2022,11,NC State,1654.8,31
2022,11,Louisville,1653.1,32
2022,11,Mississippi State,1650.7,33
2022,11,Arkansas,1649.4,34
2022,11,Oregon State,1649.4,35
2022,11,Illinois,1637.4,36
2022,11,Liberty,1635.9,37
2022,11,South Alabama,1633.5,38
2022,11,Florida,1632.0,39
2022,11,Boise State,1631.1,40
2022,11,SMU,1627.0,41
2022,11,Oklahoma,1624.9,42
2022,11,Wake Forest,1624.6,43
2022,11,Washington State,1624.2,44
2022,11,Tulane,1619.6,45
2022,11,Troy,1614.2,46
2022,11,Maryland,1613.0,47
2022,11,East Carolina,1606.4,48
2022,11,Duke,1604.4,49
2022,11,Purdue,1604.0,50
2022,11,Toledo,1602.5,51
2022,11,Wisconsin,1602.1,52
2022,11,Western Kentucky,1599.9,53
2022,11,Michigan State,1596.5,54
2022,11,Air Force,1592.6,55
2022,11,Fresno State,1575.7,56
2022,11,Houston,1574.2,57
2022,11,BYU,1565.1,58
2022,11,Texas Tech,1563.7,59
2022,11,Iowa State,1562.3,60
2022,11,Kansas,1562.1,61
2022,11,South Carolina,1561.7,62
2022,11,Marshall,1561.4,63
2022,11,James Madison,1557.2,64
2022,11,Ohio,1557.0,65
2022,11,UAB,1553.7,66
2022,11,Memphis,1553.3,67
2022,11,Syracuse,1550.0,68
2022,11,San José State,1548.8,69
2022,11,San Diego State,1543.7,70
2022,11,Louisiana,1541.2,71
2022,11,Texas A&M,1539.2,72
2022,11,App State,1536.8,73
2022,11,Wyoming,1523.2,74
2022,11,Missouri,1521.2,75
2022,11,Auburn,1517.4,76
2022,11,Georgia State,1517.1,77
2022,11,North Texas,1515.5,78
2022,11,Miami,1511.5,79
2022,11,West Virginia,1500.3,80
2022,11,Florida Atlantic,1493.8,81
2022,11,Buffalo,1483.8,82
2022,11,Arizona State,1481.6,83
2022,11,Eastern Michigan,1479.3,84
2022,11,Georgia Southern,1469.0,85
2022,11,Kent State,1468.9,86
2022,11,Utah State,1467.4,87
2022,11,Vanderbilt,1464.4,88
2022,11,Rutgers,1462.9,89
2022,11,Central Michigan,1462.2,90
2022,11,UConn,1454.4,91
2022,11,Ball State,1453.1,92
2022,11,Arizona,1452.6,93
2022,11,Middle Tennessee,1448.1,94
2022,11,Nebraska,1444.1,95
2022,11,California,1441.9,96
2022,11,Southern Miss,1437.2,97
2022,11,Rice,1426.9,98
2022,11,Army,1424.7,99
2022,11,Virginia Tech,1424.3,100
2022,11,Indiana,1420.8,101
2022,11,Miami (OH),1419.4,102
2022,11,Boston College,1417.1,103
2022,11,UNLV,1416.2,104
2022,11,Virginia,1415.0,105
2022,11,Texas State,1409.1,106
2022,11,Tulsa,1405.5,107
2022,11,Stanford,1404.7,108
2022,11,Louisiana Tech,1400.9,109
2022,11,Georgia Tech,1399.9,110
2022,11,Bowling Green,1399.9,111
2022,11,Northern Illinois,1397.3,112
2022,11,UTEP,1392.3,113
2022,11,Navy,1389.3,114
2022,11,UL Monroe,1387.2,115
2022,11,Old Dominion,1386.9,116
2022,11,Western Michigan,1369.8,117
2022,11,Arkansas State,1356.0,118
2022,11,New Mexico State,1354.2,119
2022,11,Temple,1354.1,120
2022,11,Nevada,1339.1,121
2022,11,Northwestern,1329.2,122
2022,11,Colorado,1325.7,123
2022,11,Florida International,1302.8,124
2022,11,Colorado State,1290.7,125
2022,11,Hawai'i,1280.7,126
2022,11,South Florida,1277.3,127
2022,11,New Mexico,1276.2,128
2022,11,Charlotte,1260.6,129
2022,11,Akron,1238.0,130
2022,11,Massachusetts,1186.5,131
2022,12,Georgia,1934.6,1
2022,12,Ohio State,1910.9,2
2022,12,Michigan,1874.0,3
2022,12,Alabama,1870.0,4
2022,12,TCU,1817.6,5
2022,12,Clemson,1813.8,6
2022,12,Notre Dame,1797.5,7
2022,12,Penn State,1792.5,8
2022,12,Oregon,1769.7,9
2022,12,USC,1758.9,10
2022,12,Cincinnati,1756.3,11
2022,12,LSU,1754.3,12
2022,12,Utah,1739.3,13
2022,12,Texas,1735.3,14
2022,12,Tennessee,1734.6,15
2022,12,Kansas State,1731.8,16
2022,12,Iowa,1710.3,17
2022,12,UTSA,1701.0,18
2022,12,Ole Miss,1694.3,19
2022,12,Florida State,1693.5,20
2022,12,North Carolina,1684.7,21
2022,12,Arkansas,1684.3,22
2022,12,UCLA,1682.1,23
2022,12,Louisville,1679.6,24
2022,12,Oregon State,1678.2,25
2022,12,Coastal Carolina,1675.6,26
2022,12,Washington,1674.8,27
2022,12,UCF,1671.9,28
2022,12,Pittsburgh,1668.8,29
2022,12,Oklahoma,1656.4,30
2022,12,Tulane,1654.6,31
2022,12,Mississippi State,1653.1,32
2022,12,Baylor,1650.4,33
2022,12,South Alabama,1650.4,34
2022,12,Washington State,1646.2,35
2022,12,Boise State,1646.0,36
2022,12,Minnesota,1644.4,37
2022,12,Oklahoma State,1641.9,38
2022,12,Kentucky,1641.6,39
2022,12,Wake Forest,1641.3,40
2022,12,Illinois,1633.8,41
2022,12,NC State,1628.3,42
2022,12,Houston,1628.2,43
2022,12,Troy,1623.9,44
2022,12,Liberty,1623.6,45
2022,12,South Carolina,1623.3,46
2022,12,Purdue,1609.7,47
2022,12,Wisconsin,1608.5,48
2022,12,Fresno State,1599.2,49
2022,12,Air Force,1598.3,50
2022,12,Florida,1598.3,51
2022,12,Maryland,1597.4,52
2022,12,Duke,1596.1,53
2022,12,SMU,1592.0,54
2022,12,Marshall,1591.0,55
2022,12,Ohio,1586.4,56
2022,12,Texas Tech,1585.9,57
