season,week,game_date,team,opponent,result,rating,rank
2019,1,2019-08-30,Wisconsin,South Florida,W 49-0,1581.0,1
2019,1,2019-08-31,Syracuse,Liberty,W 24-0,1566.7,2
2019,1,2019-08-31,Georgia,Vanderbilt,W 30-6,1566.7,3
2019,1,2019-08-31,Alabama,Duke,W 42-3,1566.4,4
2019,1,2019-08-30,Utah,BYU,W 30-12,1561.0,5
2019,1,2019-09-03,Notre Dame,Louisville,W 35-17,1561.0,6
2019,1,2019-08-31,Oklahoma State,Oregon State,W 52-36,1558.7,7
2019,1,2019-08-31,Virginia,Pittsburgh,W 30-14,1558.7,8
2019,1,2019-08-31,LSU,Georgia Southern,W 55-3,1556.6,9
2019,1,2019-09-01,Washington State,New Mexico State,W 58-7,1556.3,10
2019,1,2019-08-31,Colorado,Colorado State,W 52-31,1555.6,11
2019,1,2019-08-31,Illinois,Akron,W 42-3,1552.6,12
2019,1,2019-08-30,Clemson,Georgia Tech,W 52-14,1552.2,13
2019,1,2019-08-30,Texas A&M,Texas State,W 41-7,1550.7,14
2019,1,2019-09-01,Texas,Louisiana Tech,W 45-14,1549.4,15
2019,1,2019-08-30,Tulane,Florida International,W 42-14,1548.0,16
2019,1,2019-08-31,NC State,East Carolina,W 34-6,1548.0,17
2019,1,2019-08-30,Rutgers,Massachusetts,W 48-21,1547.5,18
2019,1,2019-08-31,Ohio State,Florida Atlantic,W 45-21,1545.9,19
2019,1,2019-08-31,Iowa,Miami (OH),W 38-14,1545.9,20
2019,1,2019-08-31,Georgia State,Tennessee,W 38-30,1545.5,21
2019,1,2019-08-30,Arizona State,Kent State,W 30-7,1545.3,22
2019,1,2019-08-30,Michigan State,Tulsa,W 28-7,1544.0,23
2019,1,2019-08-31,Indiana,Ball State,W 34-24,1543.2,24
2019,1,2019-08-31,Mississippi State,Louisiana,W 38-28,1543.2,25
2019,1,2019-08-31,Eastern Michigan,Coastal Carolina,W 30-23,1543.1,26
2019,1,2019-08-31,SMU,Arkansas State,W 37-30,1543.1,27
2019,1,2019-08-31,Michigan,Middle Tennessee,W 40-21,1542.7,28
2019,1,2019-09-01,Oklahoma,Houston,W 49-31,1542.0,29
2019,1,2019-08-31,Kentucky,Toledo,W 38-24,1538.6,30
2019,1,2019-08-31,Nebraska,South Alabama,W 35-21,1538.6,31
2019,1,2019-08-31,Boise State,Florida State,W 36-31,1537.1,32
2019,1,2019-08-31,Auburn,Oregon,W 27-21,1535.0,33
2019,1,2019-08-29,Cincinnati,UCLA,W 24-14,1534.2,34
2019,1,2019-08-31,Stanford,Northwestern,W 17-7,1534.2,35
2019,1,2019-09-01,USC,Fresno State,W 31-23,1531.3,36
2019,1,2019-08-25,Hawai'i,Arizona,W 45-38,1529.6,37
2019,1,2019-08-30,Army,Rice,W 14-7,1529.6,38
2019,1,2019-08-31,Boston College,Virginia Tech,W 35-28,1529.6,39
2019,1,2019-08-24,Florida,Miami,W 24-20,1529.0,40
2019,1,2019-08-31,North Carolina,South Carolina,W 24-20,1529.0,41
2019,1,2019-08-31,Wyoming,Missouri,W 37-31,1527.7,42
2019,1,2019-08-31,Memphis,Ole Miss,W 15-10,1525.5,43
2019,1,2019-08-31,Wake Forest,Utah State,W 38-35,1519.8,44
2019,1,2019-08-31,Nevada,Purdue,W 34-31,1519.8,45
2019,1,2019-08-31,Maryland,Howard,W 79-0,1511.2,46
2019,1,2019-08-31,Penn State,Idaho,W 79-7,1510.9,47
2019,1,2019-08-29,UCF,Florida A&M,W 62-0,1510.5,48
2019,1,2019-08-31,Temple,Bucknell,W 56-12,1509.7,49
2019,1,2019-08-29,Bowling Green,Morgan State,W 46-3,1509.6,50
2019,1,2019-08-31,Marshall,VMI,W 56-17,1509.4,51
2019,1,2019-08-31,Baylor,Stephen F. Austin,W 56-17,1509.4,52
2019,1,2019-08-31,Navy,Holy Cross,W 45-7,1509.3,53
2019,1,2019-08-31,App State,East Tennessee State,W 42-7,1509.1,54
2019,1,2019-08-31,Texas Tech,Montana State,W 45-10,1509.1,55
2019,1,2019-08-31,Western Michigan,Monmouth,W 48-13,1509.1,56
2019,1,2019-08-31,Kansas State,Nicholls,W 49-14,1509.1,57
2019,1,2019-08-31,Washington,Eastern Washington,W 47-14,1509.0,58
2019,1,2019-09-01,UNLV,Southern Utah,W 56-23,1509.0,59
2019,1,2019-09-01,TCU,Arkansas-Pine Bluff,W 39-7,1508.9,60
2019,1,2019-08-31,Troy,Campbell,W 43-14,1508.7,61
2019,1,2019-08-29,Buffalo,Robert Morris,W 38-10,1508.6,62
2019,1,2019-08-31,UTSA,Incarnate Word,W 35-7,1508.6,63
2019,1,2019-08-31,Southern Miss,Alcorn State,W 38-10,1508.6,64
2019,1,2019-09-01,UL Monroe,Grambling,W 31-9,1508.0,65
2019,1,2019-08-29,Charlotte,Gardner-Webb,W 49-28,1507.9,66
2019,1,2019-08-31,Ohio,Rhode Island,W 41-20,1507.9,67
2019,1,2019-08-31,North Texas,Abilene Christian,W 51-31,1507.7,68
2019,1,2019-08-30,Central Michigan,UAlbany,W 38-21,1507.4,69
2019,1,2019-08-30,San José State,Northern Colorado,W 35-18,1507.4,70
2019,1,2019-08-31,California,UC Davis,W 27-13,1506.9,71
2019,1,2019-08-31,Northern Illinois,Illinois State,W 24-10,1506.9,72
2019,1,2019-08-31,Air Force,Colgate,W 48-7,1506.6,73
2019,1,2019-08-31,New Mexico,Sam Houston,W 39-31,1505.6,74
2019,1,2019-08-30,Minnesota,South Dakota State,W 28-21,1505.3,75
2019,1,2019-08-31,Kansas,Indiana State,W 24-17,1505.3,76
2019,1,2019-08-31,West Virginia,James Madison,W 20-13,1505.3,77
2019,1,2019-08-31,Arkansas,Portland State,W 20-13,1505.3,78
2019,1,2019-09-01,San Diego State,Weber State,W 6-0,1505.0,79
2019,1,2019-08-30,UAB,Alabama State,W 24-19,1504.6,80
2019,1,2019-08-29,UConn,Wagner,W 24-21,1503.5,81
2019,1,2019-08-31,Iowa State,Northern Iowa,W 29-26,1503.5,82
2019,1,2019-08-31,Old Dominion,Norfolk State,W 24-21,1503.5,83
2019,1,2019-09-01,UTEP,Houston Christian,W 36-34,1502.8,84
2019,1,2019-08-31,Utah State,Wake Forest,L 35-38,1480.2,85
2019,1,2019-08-31,Purdue,Nevada,L 31-34,1480.2,86
2019,1,2019-08-31,Ole Miss,Memphis,L 10-15,1474.5,87
2019,1,2019-08-31,Missouri,Wyoming,L 31-37,1472.3,88
2019,1,2019-08-24,Miami,Florida,L 20-24,1471.0,89
2019,1,2019-08-31,South Carolina,North Carolina,L 20-24,1471.0,90
2019,1,2019-08-25,Arizona,Hawai'i,L 38-45,1470.4,91
2019,1,2019-08-30,Rice,Army,L 7-14,1470.4,92
2019,1,2019-08-31,Virginia Tech,Boston College,L 28-35,1470.4,93
2019,1,2019-09-01,Fresno State,USC,L 23-31,1468.7,94
2019,1,2019-08-29,UCLA,Cincinnati,L 14-24,1465.8,95
2019,1,2019-08-31,Northwestern,Stanford,L 7-17,1465.8,96
2019,1,2019-08-31,Oregon,Auburn,L 21-27,1465.0,97
2019,1,2019-08-31,Florida State,Boise State,L 31-36,1462.9,98
2019,1,2019-08-31,Toledo,Kentucky,L 24-38,1461.4,99
2019,1,2019-08-31,South Alabama,Nebraska,L 21-35,1461.4,100
2019,1,2019-09-01,Houston,Oklahoma,L 31-49,1458.0,101
2019,1,2019-08-31,Middle Tennessee,Michigan,L 21-40,1457.3,102
2019,1,2019-08-31,Coastal Carolina,Eastern Michigan,L 23-30,1456.9,103
2019,1,2019-08-31,Arkansas State,SMU,L 30-37,1456.9,104
2019,1,2019-08-31,Ball State,Indiana,L 24-34,1456.8,105
2019,1,2019-08-31,Louisiana,Mississippi State,L 28-38,1456.8,106
2019,1,2019-08-30,Tulsa,Michigan State,L 7-28,1456.0,107
2019,1,2019-08-30,Kent State,Arizona State,L 7-30,1454.7,108
2019,1,2019-08-31,Tennessee,Georgia State,L 30-38,1454.5,109
2019,1,2019-08-31,Florida Atlantic,Ohio State,L 21-45,1454.1,110
2019,1,2019-08-31,Miami (OH),Iowa,L 14-38,1454.1,111
2019,1,2019-08-30,Massachusetts,Rutgers,L 21-48,1452.5,112
2019,1,2019-08-30,Florida International,Tulane,L 14-42,1452.0,113
2019,1,2019-08-31,East Carolina,NC State,L 6-34,1452.0,114
2019,1,2019-09-01,Louisiana Tech,Texas,L 14-45,1450.6,115
2019,1,2019-08-30,Texas State,Texas A&M,L 7-41,1449.3,116
2019,1,2019-08-30,Georgia Tech,Clemson,L 14-52,1447.8,117
2019,1,2019-08-31,Akron,Illinois,L 3-42,1447.4,118
2019,1,2019-08-31,Colorado State,Colorado,L 31-52,1444.4,119
2019,1,2019-09-01,New Mexico State,Washington State,L 7-58,1443.7,120
2019,1,2019-08-31,Georgia Southern,LSU,L 3-55,1443.4,121
2019,1,2019-08-29,Western Kentucky,Central Arkansas,L 28-35,1442.3,122
2019,1,2019-08-31,Oregon State,Oklahoma State,L 36-52,1441.3,123
2019,1,2019-08-31,Pittsburgh,Virginia,L 14-30,1441.3,124
2019,1,2019-08-30,BYU,Utah,L 12-30,1439.0,125
2019,1,2019-09-03,Louisville,Notre Dame,L 17-35,1439.0,126
2019,1,2019-08-31,Duke,Alabama,L 3-42,1433.6,127
2019,1,2019-08-31,Liberty,Syracuse,L 0-24,1433.3,128
2019,1,2019-08-31,Vanderbilt,Georgia,L 6-30,1433.3,129
2019,1,2019-08-30,South Florida,Wisconsin,L 0-49,1419.0,130
2019,2,2019-09-07,Wisconsin,Central Michigan,W 61-0,1624.4,1
2019,2,2019-09-07,Alabama,New Mexico State,W 62-10,1599.8,2
2019,2,2019-09-07,LSU,Texas,W 45-38,1599.1,3
2019,2,2019-09-07,Ohio State,Cincinnati,W 42-0,1597.1,4
2019,2,2019-09-07,Iowa,Rutgers,W 30-0,1595.1,5
2019,2,2019-09-07,Utah,Northern Illinois,W 35-17,1594.7,6
2019,2,2019-09-07,Illinois,UConn,W 31-23,1593.6,7
2019,2,2019-09-07,Clemson,Texas A&M,W 24-10,1590.6,8
2019,2,2019-09-07,Michigan State,Western Michigan,W 51-17,1588.1,9
2019,2,2019-09-07,Kentucky,Eastern Michigan,W 38-17,1583.4,10
2019,2,2019-09-07,Mississippi State,Southern Miss,W 38-15,1582.6,11
2019,2,2019-09-07,SMU,North Texas,W 49-27,1581.9,12
2019,2,2019-09-07,Auburn,Tulane,W 24-6,1579.1,13
2019,2,2019-09-08,USC,Stanford,W 45-20,1578.3,14
2019,2,2019-09-07,Maryland,Syracuse,W 63-20,1577.1,15
2019,2,2019-09-07,Wake Forest,Rice,W 41-21,1576.6,16
2019,2,2019-09-07,UCF,Florida Atlantic,W 48-14,1575.9,17
2019,2,2019-09-07,Georgia,Murray State,W 63-17,1575.7,18
2019,2,2019-09-07,Colorado,Nebraska,W 34-31,1574.1,19
2019,2,2019-09-07,Wyoming,Texas State,W 23-14,1567.8,20
2019,2,2019-09-07,Virginia,William & Mary,W 52-17,1566.8,21
2019,2,2019-09-07,Oklahoma State,McNeese,W 56-14,1566.7,22
2019,2,2019-09-07,Kansas State,Bowling Green,W 52-0,1565.8,23
2019,2,2019-09-07,Baylor,UTSA,W 63-14,1565.0,24
2019,2,2019-09-07,Boise State,Marshall,W 14-7,1563.7,25
2019,2,2019-09-07,Washington State,Northern Colorado,W 59-17,1563.0,26
2019,2,2019-09-07,Michigan,Army,W 24-21,1561.5,27
2019,2,2019-09-07,Penn State,Buffalo,W 45-13,1560.3,28
2019,2,2019-09-08,Texas Tech,UTEP,W 38-3,1558.9,29
2019,2,2019-09-07,NC State,Western Carolina,W 41-0,1552.9,30
2019,2,2019-09-07,Arizona State,Sacramento State,W 19-7,1552.3,31
2019,2,2019-09-07,Georgia State,Furman,W 48-42,1550.6,32
2019,2,2019-09-07,UAB,Akron,W 31-20,1550.1,33
2019,2,2019-09-07,Indiana,Eastern Illinois,W 52-0,1549.5,34
2019,2,2019-09-07,San Diego State,UCLA,W 23-14,1549.0,35
2019,2,2019-09-07,App State,Charlotte,W 56-41,1548.4,36
2019,2,2019-09-07,Oklahoma,South Dakota,W 70-14,1547.8,37
2019,2,2019-09-08,North Carolina,Miami,W 28-25,1544.6,38
2019,2,2019-09-08,Hawai'i,Oregon State,W 31-28,1543.3,39
2019,2,2019-09-07,Florida,UT Martin,W 45-0,1539.6,40
2019,2,2019-09-07,Oregon,Nevada,W 77-6,1539.3,41
2019,2,2019-09-07,Boston College,Richmond,W 45-13,1539.2,42
2019,2,2019-09-07,Memphis,Southern,W 55-24,1532.0,43
2019,2,2019-09-08,Minnesota,Fresno State,W 38-35,1531.9,44
2019,2,2019-09-08,Arkansas State,UNLV,W 43-17,1531.5,45
2019,2,2019-09-07,Missouri,West Virginia,W 38-7,1528.1,46
2019,2,2019-09-08,Tulsa,San José State,W 34-16,1522.5,47
2019,2,2019-09-08,California,Washington,W 20-19,1521.3,48
2019,2,2019-09-07,Nebraska,Colorado,L 31-34,1520.1,49
2019,2,2019-09-07,Ole Miss,Arkansas,W 31-17,1517.8,50
2019,2,2019-09-07,Purdue,Vanderbilt,W 42-24,1515.0,51
2019,2,2019-09-07,Virginia Tech,Old Dominion,W 31-17,1514.0,52
2019,2,2019-09-07,Texas A&M,Clemson,L 10-24,1512.3,53
2019,2,2019-09-07,Army,Michigan,L 21-24,1510.9,54
2019,2,2019-09-07,Texas,LSU,L 38-45,1506.9,55
2019,2,2019-09-07,Tulane,Auburn,L 6-24,1503.9,56
2019,2,2019-09-07,Syracuse,Maryland,L 20-63,1500.7,57
2019,2,2019-09-07,Eastern Michigan,Kentucky,L 17-38,1498.3,58
2019,2,2019-09-07,Rutgers,Iowa,L 0-30,1498.2,59
2019,2,2019-09-07,Coastal Carolina,Kansas,W 12-7,1497.3,60
2019,2,2019-09-07,Louisiana,Liberty,W 35-14,1497.0,61
2019,2,2019-09-07,UL Monroe,Florida State,L 44-45,1496.3,62
2019,2,2019-09-07,Utah State,Stony Brook,W 62-7,1495.1,63
2019,2,2019-09-08,Washington,California,L 19-20,1494.6,64
2019,2,2019-09-08,Stanford,USC,L 20-45,1487.2,65
2019,2,2019-09-07,Pittsburgh,Ohio,W 20-10,1484.7,66
2019,2,2019-09-07,Western Kentucky,Florida International,W 20-14,1483.4,67
2019,2,2019-09-07,Cincinnati,Ohio State,L 0-42,1483.0,68
2019,2,2019-09-07,Marshall,Boise State,L 7-14,1482.8,69
2019,2,2019-09-08,Arizona,Northern Arizona,W 65-41,1482.3,70
2019,2,2019-09-07,South Carolina,Charleston Southern,W 72-10,1480.4,71
2019,2,2019-09-07,Florida State,UL Monroe,W 45-44,1474.5,72
2019,2,2019-09-07,Northern Illinois,Utah,L 17-35,1473.2,73
2019,2,2019-09-08,Houston,Prairie View A&M,W 37-17,1471.9,74
2019,2,2019-09-07,Southern Miss,Mississippi State,L 15-38,1469.1,75
2019,2,2019-09-07,North Texas,SMU,L 27-49,1468.9,76
2019,2,2019-09-07,Middle Tennessee,Tennessee State,W 45-26,1468.6,77
2019,2,2019-09-07,BYU,Tennessee,W 29-26,1468.6,78
2019,2,2019-09-07,Charlotte,App State,L 41-56,1468.5,79
2019,2,2019-09-07,South Alabama,Jackson State,W 37-14,1468.4,80
2019,2,2019-09-07,Georgia Tech,South Florida,W 14-10,1468.3,81
2019,2,2019-09-07,Ball State,Fordham,W 57-29,1466.1,82
2019,2,2019-09-07,Miami (OH),Tennessee Tech,W 48-17,1466.0,83
2019,2,2019-09-07,Kansas,Coastal Carolina,L 7-12,1465.0,84
2019,2,2019-09-07,Western Michigan,Michigan State,L 17-51,1465.0,85
2019,2,2019-09-07,Ohio,Pittsburgh,L 10-20,1464.5,86
2019,2,2019-09-07,Central Michigan,Wisconsin,L 0-61,1464.0,87
2019,2,2019-09-07,East Carolina,Gardner-Webb,W 48-9,1463.8,88
2019,2,2019-09-07,UConn,Illinois,L 23-31,1462.5,89
2019,2,2019-09-07,Arkansas,Ole Miss,L 17-31,1462.0,90
2019,2,2019-09-07,Kent State,Kennesaw State,W 26-23,1461.0,91
2019,2,2019-09-07,Old Dominion,Virginia Tech,L 17-31,1459.9,92
2019,2,2019-09-07,Buffalo,Penn State,L 13-45,1459.2,93
2019,2,2019-09-07,Louisville,Eastern Kentucky,W 42-0,1457.1,94
2019,2,2019-09-07,Louisiana Tech,Grambling,W 20-14,1456.9,95
2019,2,2019-09-08,Miami,North Carolina,L 25-28,1455.4,96
2019,2,2019-09-07,Colorado State,Western Illinois,W 38-13,1453.8,97
2019,2,2019-09-07,Georgia Southern,Maine,W 26-18,1453.4,98
2019,2,2019-09-07,UTSA,Baylor,L 14-63,1453.0,99
2019,2,2019-09-08,UTEP,Texas Tech,L 3-38,1453.0,100
2019,2,2019-09-07,Bowling Green,Kansas State,L 0-52,1452.9,101
2019,2,2019-09-07,West Virginia,Missouri,L 7-38,1449.4,102
2019,2,2019-09-07,Duke,North Carolina A&T,W 45-13,1447.9,103
2019,2,2019-09-07,Nevada,Oregon,L 6-77,1445.4,104
2019,2,2019-09-08,Fresno State,Minnesota,L 35-38,1442.0,105
2019,2,2019-09-08,San José State,Tulsa,L 16-34,1440.8,106
2019,2,2019-09-08,UNLV,Arkansas State,L 17-43,1434.4,107
2019,2,2019-09-08,Oregon State,Hawai'i,L 28-31,1427.7,108
2019,2,2019-09-07,Tennessee,BYU,L 26-29,1424.9,109
2019,2,2019-09-07,UCLA,San Diego State,L 14-23,1421.8,110
2019,2,2019-09-07,Rice,Wake Forest,L 21-41,1413.5,111
2019,2,2019-09-07,Florida International,Western Kentucky,L 14-20,1411.0,112
2019,2,2019-09-07,New Mexico State,Alabama,L 10-62,1410.3,113
2019,2,2019-09-07,Texas State,Wyoming,L 14-23,1409.2,114
2019,2,2019-09-07,Akron,UAB,L 20-31,1401.9,115
2019,2,2019-09-07,Vanderbilt,Purdue,L 24-42,1398.6,116
2019,2,2019-09-07,South Florida,Georgia Tech,L 10-14,1398.5,117
2019,2,2019-09-07,Liberty,Louisiana,L 14-35,1393.2,118
2019,2,2019-09-07,Florida Atlantic,UCF,L 14-48,1388.8,119
2019,2,2019-09-07,Massachusetts,Southern Illinois,L 20-45,1362.2,120
2019,3,2019-09-14,Ohio State,Indiana,W 51-10,1667.2,1
2019,3,2019-09-14,Clemson,Syracuse,W 41-6,1651.1,2
2019,3,2019-09-14,Alabama,South Carolina,W 47-23,1650.0,3
2019,3,2019-09-14,Georgia,Arkansas State,W 55-0,1623.8,4
2019,3,2019-09-14,Oklahoma State,Tulsa,W 40-21,1623.3,5
2019,3,2019-09-14,Auburn,Kent State,W 55-16,1610.8,6
2019,3,2019-09-14,Kansas State,Mississippi State,W 31-24,1610.2,7
2019,3,2019-09-14,Iowa,Iowa State,W 18-17,1606.8,8
2019,3,2019-09-14,Notre Dame,New Mexico,W 66-14,1606.2,9
2019,3,2019-09-14,UCF,Stanford,W 45-27,1604.8,10
2019,3,2019-09-14,SMU,Texas State,W 47-17,1604.5,11
2019,3,2019-09-15,Oklahoma,UCLA,W 48-14,1602.2,12
2019,3,2019-09-14,LSU,Northwestern State,W 65-14,1602.1,13
2019,3,2019-09-14,Utah,Idaho State,W 31-0,1601.4,14
2019,3,2019-09-13,Wake Forest,North Carolina,W 24-18,1601.0,15
2019,3,2019-09-14,Memphis,South Alabama,W 42-6,1597.3,16
2019,3,2019-09-15,San Diego State,New Mexico State,W 31-10,1594.5,17
2019,3,2019-09-14,Washington State,Houston,W 31-24,1592.0,18
2019,3,2019-09-14,Florida,Kentucky,W 29-21,1588.7,19
2019,3,2019-09-14,Virginia,Florida State,W 31-24,1586.9,20
2019,3,2019-09-14,Arizona State,Michigan State,W 10-7,1582.9,21
2019,3,2019-09-14,Penn State,Pittsburgh,W 17-10,1582.0,22
2019,3,2019-09-14,TCU,Purdue,W 34-13,1573.7,23
2019,3,2019-09-15,Boise State,Portland State,W 45-10,1572.4,24
2019,3,2019-09-14,Wyoming,Idaho,W 21-16,1571.4,25
2019,3,2019-09-14,Army,UTSA,W 31-13,1564.8,26
2019,3,2019-09-15,Nebraska,Northern Illinois,W 44-8,1562.7,27
2019,3,2019-09-14,Illinois,Eastern Michigan,L 31-34,1560.3,28
2019,3,2019-09-14,Michigan State,Arizona State,L 7-10,1557.5,29
2019,3,2019-09-15,Texas,Rice,W 48-13,1556.6,30
2019,3,2019-09-14,Air Force,Colorado,W 30-23,1554.8,31
2019,3,2019-09-14,Washington,Hawai'i,W 52-20,1554.1,32
2019,3,2019-09-15,Oregon,Montana,W 35-3,1552.2,33
2019,3,2019-09-14,Maryland,Temple,L 17-20,1552.0,34
2019,3,2019-09-14,Navy,East Carolina,W 42-10,1550.8,35
2019,3,2019-09-14,USC,BYU,L 27-30,1549.5,36
2019,3,2019-09-14,Minnesota,Georgia Southern,W 35-32,1546.2,37
2019,3,2019-09-14,California,North Texas,W 23-17,1543.7,38
2019,3,2019-09-13,Kansas,Boston College,W 48-24,1540.2,39
2019,3,2019-09-14,Western Michigan,Georgia State,W 57-10,1539.5,40
2019,3,2019-09-14,Mississippi State,Kansas State,L 24-31,1538.2,41
2019,3,2019-09-14,Missouri,Southeast Missouri State,W 50-0,1536.1,42
2019,3,2019-09-14,Temple,Maryland,W 20-17,1534.8,43
2019,3,2019-09-14,Kentucky,Florida,L 21-29,1534.3,44
2019,3,2019-09-15,Arizona,Texas Tech,W 28-14,1533.0,45
2019,3,2019-09-14,Eastern Michigan,Illinois,W 34-31,1531.6,46
2019,3,2019-09-14,Texas A&M,Lamar,W 62-3,1526.7,47
2019,3,2019-09-14,Louisiana Tech,Bowling Green,W 35-7,1526.1,48
2019,3,2019-09-14,Colorado,Air Force,L 23-30,1526.0,49
2019,3,2019-09-14,Ole Miss,SE Louisiana,W 40-29,1525.1,50
2019,3,2019-09-14,Cincinnati,Miami (OH),W 35-13,1524.8,51
2019,3,2019-09-14,Virginia Tech,Furman,W 24-17,1520.3,52
2019,3,2019-09-13,North Carolina,Wake Forest,L 18-24,1520.2,53
2019,3,2019-09-14,Duke,Middle Tennessee,W 41-18,1516.3,54
2019,3,2019-09-14,Louisville,Western Kentucky,W 38-21,1512.4,55
2019,3,2019-09-15,Tulane,Missouri State,W 58-6,1511.8,56
2019,3,2019-09-14,Coastal Carolina,Norfolk State,W 46-7,1509.3,57
2019,3,2019-09-14,Southern Miss,Troy,W 47-42,1508.9,58
2019,3,2019-09-15,Texas Tech,Arizona,L 14-28,1508.3,59
2019,3,2019-09-14,West Virginia,NC State,W 44-27,1508.2,60
2019,3,2019-09-14,Arkansas,Colorado State,W 55-34,1504.7,61
2019,3,2019-09-14,Louisiana,Texas Southern,W 77-6,1503.3,62
2019,3,2019-09-14,Northwestern,UNLV,W 30-14,1501.5,63
2019,3,2019-09-14,Charlotte,Massachusetts,W 52-17,1501.1,64
2019,3,2019-09-14,Central Michigan,Akron,W 45-24,1498.1,65
2019,3,2019-09-14,Marshall,Ohio,W 33-31,1497.4,66
2019,3,2019-09-14,BYU,USC,W 30-27,1497.3,67
2019,3,2019-09-14,NC State,West Virginia,L 27-44,1494.1,68
2019,3,2019-09-14,Iowa State,Iowa,L 17-18,1491.9,69
2019,3,2019-09-14,Hawai'i,Washington,L 20-52,1483.7,70
2019,3,2019-09-14,Arkansas State,Georgia,L 0-55,1483.5,71
2019,3,2019-09-14,Indiana,Ohio State,L 10-51,1479.4,72
2019,3,2019-09-14,Toledo,Murray State,W 45-0,1476.8,73
2019,3,2019-09-14,Georgia State,Western Michigan,L 10-57,1476.1,74
2019,3,2019-09-14,Miami,Bethune-Cookman,W 63-0,1474.7,75
2019,3,2019-09-14,Troy,Southern Miss,L 42-47,1468.9,76
2019,3,2019-09-14,Tulsa,Oklahoma State,L 21-40,1465.9,77
2019,3,2019-09-13,Boston College,Kansas,L 24-48,1464.0,78
2019,3,2019-09-14,Pittsburgh,Penn State,L 10-17,1463.0,79
2019,3,2019-09-14,New Mexico,Notre Dame,L 14-66,1460.4,80
2019,3,2019-09-14,Stanford,UCF,L 27-45,1458.3,81
2019,3,2019-09-14,Florida State,Virginia,L 24-31,1454.4,82
2019,3,2019-09-14,Nevada,Weber State,W 19-13,1453.9,83
2019,3,2019-09-14,Purdue,TCU,L 13-34,1450.2,84
2019,3,2019-09-14,Ohio,Marshall,L 31-33,1449.9,85
2019,3,2019-09-14,North Texas,California,L 17-23,1446.5,86
2019,3,2019-09-14,Liberty,Buffalo,W 35-17,1446.4,87
2019,3,2019-09-14,Florida Atlantic,Ball State,W 41-31,1445.1,88
2019,3,2019-09-14,Houston,Washington State,L 24-31,1442.9,89
2019,3,2019-09-14,Oregon State,Cal Poly,W 45-7,1441.1,90
2019,3,2019-09-14,Syracuse,Clemson,L 6-41,1440.1,91
2019,3,2019-09-14,Georgia Southern,Minnesota,L 32-35,1439.1,92
2019,3,2019-09-14,Tennessee,Chattanooga,W 45-0,1438.2,93
2019,3,2019-09-15,Northern Illinois,Nebraska,L 8-44,1430.6,94
2019,3,2019-09-14,South Carolina,Alabama,L 23-47,1430.2,95
2019,3,2019-09-14,Georgia Tech,The Citadel,L 24-27,1429.7,96
2019,3,2019-09-14,Kent State,Auburn,L 16-55,1429.3,97
2019,3,2019-09-14,Western Kentucky,Louisville,L 21-38,1428.1,98
2019,3,2019-09-14,Miami (OH),Cincinnati,L 13-35,1424.2,99
2019,3,2019-09-14,South Florida,South Carolina State,W 55-16,1423.7,100
2019,3,2019-09-14,East Carolina,Navy,L 10-42,1422.3,101
2019,3,2019-09-14,Florida International,New Hampshire,W 30-17,1420.8,102
2019,3,2019-09-14,Colorado State,Arkansas,L 34-55,1411.1,103
2019,3,2019-09-14,Ball State,Florida Atlantic,L 31-41,1409.9,104
2019,3,2019-09-14,Buffalo,Liberty,L 17-35,1406.0,105
2019,3,2019-09-14,South Alabama,Memphis,L 6-42,1403.2,106
2019,3,2019-09-14,Middle Tennessee,Duke,L 18-41,1400.2,107
2019,3,2019-09-14,UTSA,Army,L 13-31,1399.1,108
2019,3,2019-09-14,UNLV,Northwestern,L 14-30,1398.7,109
2019,3,2019-09-14,Texas State,SMU,L 17-47,1386.6,110
2019,3,2019-09-14,Bowling Green,Louisiana Tech,L 7-35,1383.7,111
2019,3,2019-09-14,Akron,Central Michigan,L 24-45,1367.7,112
2019,3,2019-09-15,UCLA,Oklahoma,L 14-48,1367.4,113
2019,3,2019-09-15,New Mexico State,San Diego State,L 10-31,1364.8,114
2019,3,2019-09-15,Rice,Texas,L 13-48,1363.8,115
2019,3,2019-09-14,Massachusetts,Charlotte,L 17-52,1329.7,116
2019,4,2019-09-21,Ohio State,Miami (OH),W 76-5,1682.9,1
2019,4,2019-09-21,Clemson,Charlotte,W 52-10,1673.3,2
2019,4,2019-09-21,Alabama,Southern Miss,W 49-7,1673.1,3
2019,4,2019-09-21,Wisconsin,Michigan,W 35-14,1658.5,4
2019,4,2019-09-22,Georgia,Notre Dame,W 23-17,1649.6,5
2019,4,2019-09-21,LSU,Vanderbilt,W 66-38,1642.3,6
2019,4,2019-09-21,Auburn,Texas A&M,W 28-20,1640.9,7
2019,4,2019-09-21,SMU,TCU,W 41-38,1631.5,8
2019,4,2019-09-21,Michigan State,Northwestern,W 31-10,1614.4,9
2019,4,2019-09-21,Florida,Tennessee,W 34-3,1609.1,10
2019,4,2019-09-21,Wake Forest,Elon,W 49-7,1607.6,11
2019,4,2019-09-21,Virginia,Old Dominion,W 28-17,1607.4,12
2019,4,2019-09-21,Boise State,Air Force,W 30-19,1605.4,13
2019,4,2019-09-21,Washington,BYU,W 45-19,1602.5,14
2019,4,2019-09-21,Oklahoma State,Texas,L 30-36,1595.2,15
2019,4,2019-09-21,UCF,Pittsburgh,L 34-35,1592.2,16
