season,week,game_date,team,opponent,result,rating,rank
2019,13,2019-11-23,Ball State,Kent State,L 38-41,1422.2,87
2019,13,2019-11-23,San José State,UNLV,L 35-38,1422.0,88
2019,13,2019-11-23,South Florida,Memphis,L 10-49,1418.8,89
2019,13,2019-11-23,West Virginia,Oklahoma State,L 13-20,1417.8,90
2019,13,2019-11-23,Coastal Carolina,UL Monroe,L 42-45,1414.9,91
2019,13,2019-11-24,Fresno State,Nevada,L 28-35,1413.9,92
2019,13,2019-11-23,Stanford,California,L 20-24,1403.9,93
2019,13,2019-11-23,Colorado State,Wyoming,L 7-17,1403.5,94
2019,13,2019-11-24,Arizona,Utah,L 7-35,1401.0,95
2019,13,2019-11-24,Duke,Wake Forest,L 27-39,1400.5,96
2019,13,2019-11-23,Middle Tennessee,Old Dominion,W 38-17,1399.1,97
2019,13,2019-11-24,Tulsa,Houston,L 14-24,1397.0,98
2019,13,2019-11-23,Kansas,Iowa State,L 31-41,1394.0,99
2019,13,2019-11-23,North Texas,Rice,L 14-20,1386.3,100
2019,13,2019-11-23,East Carolina,UConn,W 31-24,1380.7,101
2019,13,2019-11-22,NC State,Georgia Tech,L 26-28,1380.6,102
2019,13,2019-11-23,Maryland,Nebraska,L 7-54,1366.6,103
2019,13,2019-11-23,Northwestern,Minnesota,L 22-38,1354.4,104
2019,13,2019-11-20,Northern Illinois,Eastern Michigan,L 17-45,1353.6,105
2019,13,2019-11-22,Georgia Tech,NC State,W 28-26,1335.5,106
2019,13,2019-11-23,UNLV,San José State,W 38-35,1333.7,107
2019,13,2019-11-23,UTSA,Florida Atlantic,L 26-40,1333.4,108
2019,13,2019-11-23,Texas State,App State,L 13-35,1321.6,109
2019,13,2019-11-24,Arkansas,LSU,L 20-56,1311.0,110
2019,13,2019-11-23,Rice,North Texas,W 20-14,1309.9,111
2019,13,2019-11-23,Vanderbilt,East Tennessee State,W 38-0,1309.8,112
2019,13,2019-11-23,Rutgers,Michigan State,L 0-27,1304.9,113
2019,13,2019-11-23,New Mexico,Air Force,L 22-44,1301.6,114
2019,13,2019-11-20,Bowling Green,Ohio,L 24-66,1291.3,115
2019,13,2019-11-23,New Mexico State,UTEP,W 44-35,1291.1,116
2019,13,2019-11-23,UConn,East Carolina,L 24-31,1290.4,117
2019,13,2019-11-23,South Alabama,Georgia State,L 15-28,1270.9,118
2019,13,2019-11-23,Old Dominion,Middle Tennessee,L 17-38,1266.0,119
2019,13,2019-11-23,UTEP,New Mexico State,L 35-44,1228.0,120
2019,13,2019-11-23,Massachusetts,BYU,L 24-56,1164.2,121
2019,13,2019-11-21,Akron,Miami (OH),L 17-20,1163.2,122
2019,14,2019-11-30,Ohio State,Michigan,W 56-27,1865.3,1
2019,14,2019-11-30,Clemson,South Carolina,W 38-3,1797.8,2
2019,14,2019-12-01,LSU,Texas A&M,W 50-7,1790.6,3
2019,14,2019-11-29,Memphis,Cincinnati,W 34-24,1755.2,4
2019,14,2019-11-30,Georgia,Georgia Tech,W 52-7,1754.7,5
2019,14,2019-11-30,Wisconsin,Minnesota,W 38-17,1753.1,6
2019,14,2019-12-01,Utah,Colorado,W 45-15,1745.2,7
2019,14,2019-12-01,Oklahoma,Oklahoma State,W 34-16,1736.9,8
2019,14,2019-11-29,App State,Troy,W 48-13,1731.1,9
2019,14,2019-11-30,Baylor,Kansas,W 61-6,1729.8,10
2019,14,2019-11-30,Alabama,Auburn,L 45-48,1715.5,11
2019,14,2019-11-29,Boise State,Colorado State,W 31-24,1713.1,12
2019,14,2019-11-30,Notre Dame,Stanford,W 45-24,1711.7,13
2019,14,2019-11-30,Penn State,Rutgers,W 27-6,1708.1,14
2019,14,2019-11-30,Oregon,Oregon State,W 24-10,1698.8,15
2019,14,2019-11-30,Michigan,Ohio State,L 27-56,1688.0,16
2019,14,2019-11-30,Air Force,Wyoming,W 20-6,1686.0,17
2019,14,2019-12-01,Florida,Florida State,W 40-17,1677.7,18
2019,14,2019-11-30,SMU,Tulane,W 37-20,1675.4,19
2019,14,2019-12-01,Louisiana,UL Monroe,W 31-30,1666.4,20
2019,14,2019-12-01,Navy,Houston,W 56-41,1665.1,21
2019,14,2019-11-30,Auburn,Alabama,W 48-45,1661.0,22
2019,14,2019-11-30,UCF,South Florida,W 34-7,1659.7,23
2019,14,2019-11-29,Cincinnati,Memphis,L 24-34,1654.5,24
2019,14,2019-11-29,Iowa,Nebraska,W 27-24,1653.0,25
2019,14,2019-11-30,Minnesota,Wisconsin,L 17-38,1642.5,26
2019,14,2019-11-29,Virginia,Virginia Tech,W 39-30,1626.7,27
2019,14,2019-11-30,Florida Atlantic,Southern Miss,W 34-17,1622.7,28
2019,14,2019-12-01,Kansas State,Iowa State,W 27-17,1615.6,29
2019,14,2019-12-01,San Diego State,BYU,W 13-3,1609.5,30
2019,14,2019-11-29,Washington,Washington State,W 31-13,1608.3,31
2019,14,2019-12-01,Iowa State,Kansas State,L 17-27,1599.4,32
2019,14,2019-12-01,Oklahoma State,Oklahoma,L 16-34,1594.8,33
2019,14,2019-11-29,Virginia Tech,Virginia,L 30-39,1587.5,34
2019,14,2019-11-29,Texas,Texas Tech,W 49-24,1586.1,35
2019,14,2019-11-30,Western Kentucky,Middle Tennessee,W 31-26,1579.6,36
2019,14,2019-12-01,Hawai'i,Army,W 52-31,1571.5,37
2019,14,2019-11-30,Louisiana Tech,UTSA,W 41-27,1565.6,38
2019,14,2019-11-30,Indiana,Purdue,W 44-41,1559.8,39
2019,14,2019-11-30,Kentucky,Louisville,W 45-13,1556.0,40
2019,14,2019-11-30,UAB,North Texas,W 26-21,1555.7,41
2019,14,2019-12-01,Texas A&M,LSU,L 7-50,1553.9,42
2019,14,2019-11-30,Temple,UConn,W 49-17,1552.0,43
2019,14,2019-11-29,Central Michigan,Toledo,W 49-7,1551.9,44
2019,14,2019-11-30,Tennessee,Vanderbilt,W 28-10,1551.0,45
2019,14,2019-11-30,Michigan State,Maryland,W 19-16,1550.0,46
2019,14,2019-11-30,Wyoming,Air Force,L 6-20,1547.7,47
2019,14,2019-11-29,Buffalo,Bowling Green,W 49-7,1547.6,48
2019,14,2019-12-01,Arizona State,Arizona,W 24-14,1545.7,49
2019,14,2019-11-30,Wake Forest,Syracuse,L 30-39,1545.1,50
2019,14,2019-11-30,Boston College,Pittsburgh,W 26-19,1528.0,51
2019,14,2019-12-01,North Carolina,NC State,W 41-10,1524.1,52
2019,14,2019-11-30,Southern Miss,Florida Atlantic,L 17-34,1521.9,53
2019,14,2019-12-01,California,UCLA,W 28-18,1520.8,54
2019,14,2019-11-27,Western Michigan,Northern Illinois,L 14-17,1520.4,55
2019,14,2019-11-30,Marshall,Florida International,W 30-27,1518.3,56
2019,14,2019-12-01,BYU,San Diego State,L 3-13,1516.8,57
2019,14,2019-11-29,Washington State,Washington,L 13-31,1512.7,58
2019,14,2019-11-30,Tulane,SMU,L 20-37,1506.7,59
2019,14,2019-12-01,Florida State,Florida,L 17-40,1503.6,60
2019,14,2019-11-30,Georgia Southern,Georgia State,W 38-10,1502.7,61
2019,14,2019-11-30,Louisville,Kentucky,L 13-45,1502.1,62
2019,14,2019-11-30,Utah State,New Mexico,W 38-25,1500.2,63
2019,14,2019-11-29,TCU,West Virginia,L 17-20,1499.7,64
2019,14,2019-11-30,Charlotte,Old Dominion,W 38-22,1495.9,65
2019,14,2019-11-29,Arkansas State,South Alabama,L 30-34,1492.8,66
2019,14,2019-11-30,Pittsburgh,Boston College,L 19-26,1491.6,67
2019,14,2019-11-26,Ohio,Akron,W 52-3,1491.1,68
2019,14,2019-11-30,Miami,Duke,L 17-27,1490.4,69
2019,14,2019-11-29,Nebraska,Iowa,L 24-27,1489.5,70
2019,14,2019-11-30,Illinois,Northwestern,L 10-29,1487.5,71
2019,14,2019-11-29,Mississippi State,Ole Miss,W 21-20,1480.9,72
2019,14,2019-11-29,Kent State,Eastern Michigan,W 34-26,1478.1,73
2019,14,2019-11-29,Missouri,Arkansas,W 24-14,1477.5,74
2019,14,2019-11-29,Miami (OH),Ball State,L 27-41,1471.1,75
2019,14,2019-11-29,Troy,App State,L 13-48,1469.1,76
2019,14,2019-11-30,Liberty,New Mexico State,W 49-28,1468.1,77
2019,14,2019-11-30,Nevada,UNLV,L 30-33,1467.3,78
2019,14,2019-11-30,Georgia State,Georgia Southern,L 10-38,1465.9,79
2019,14,2019-11-29,Texas Tech,Texas,L 24-49,1461.1,80
2019,14,2019-11-30,Syracuse,Wake Forest,W 39-30,1459.8,81
2019,14,2019-11-30,Oregon State,Oregon,L 10-24,1458.8,82
2019,14,2019-12-01,Colorado,Utah,L 15-45,1458.6,83
2019,14,2019-11-29,Ball State,Miami (OH),W 41-27,1456.7,84
2019,14,2019-11-29,Eastern Michigan,Kent State,L 26-34,1455.0,85
2019,14,2019-12-01,Army,Hawai'i,L 31-52,1450.3,86
2019,14,2019-11-30,Florida International,Marshall,L 27-30,1441.8,87
2019,14,2019-12-01,UL Monroe,Louisiana,L 30-31,1440.8,88
2019,14,2019-11-30,Tulsa,East Carolina,W 49-24,1440.6,89
2019,14,2019-12-01,Houston,Navy,L 41-56,1440.5,90
2019,14,2019-11-29,West Virginia,TCU,W 20-17,1440.2,91
2019,14,2019-11-29,Ole Miss,Mississippi State,L 20-21,1439.7,92
2019,14,2019-11-30,Duke,Miami,W 27-17,1435.1,93
2019,14,2019-12-01,San José State,Fresno State,W 17-16,1428.4,94
2019,14,2019-11-30,Coastal Carolina,Texas State,W 24-21,1423.8,95
2019,14,2019-11-30,Purdue,Indiana,L 41-44,1419.1,96
2019,14,2019-11-29,Toledo,Central Michigan,L 7-49,1414.8,97
2019,14,2019-12-01,UCLA,California,L 18-28,1410.3,98
2019,14,2019-11-30,South Florida,UCF,L 7-34,1407.9,99
2019,14,2019-12-01,Fresno State,San José State,L 16-17,1407.6,100
2019,14,2019-11-30,Northwestern,Illinois,W 29-10,1406.6,101
2019,14,2019-11-30,South Carolina,Clemson,L 3-38,1396.8,102
2019,14,2019-11-29,Colorado State,Boise State,L 24-31,1392.0,103
2019,14,2019-11-30,Middle Tennessee,Western Kentucky,L 26-31,1391.2,104
2019,14,2019-12-01,Arizona,Arizona State,L 14-24,1388.1,105
2019,14,2019-11-30,Stanford,Notre Dame,L 24-45,1386.1,106
2019,14,2019-11-27,Northern Illinois,Western Michigan,W 17-14,1377.4,107
2019,14,2019-11-30,Kansas,Baylor,L 6-61,1373.1,108
2019,14,2019-11-30,North Texas,UAB,L 21-26,1369.4,109
2019,14,2019-11-30,Maryland,Michigan State,L 16-19,1360.6,110
2019,14,2019-11-30,UNLV,Nevada,W 33-30,1357.3,111
2019,14,2019-12-01,NC State,North Carolina,L 10-41,1343.2,112
2019,14,2019-11-30,Rice,UTEP,W 30-16,1341.0,113
2019,14,2019-11-30,East Carolina,Tulsa,L 24-49,1337.1,114
2019,14,2019-11-30,UTSA,Louisiana Tech,L 27-41,1324.2,115
2019,14,2019-11-30,Georgia Tech,Georgia,L 7-52,1322.1,116
2019,14,2019-11-30,Texas State,Coastal Carolina,L 21-24,1312.7,117
2019,14,2019-11-29,South Alabama,Arkansas State,W 34-30,1302.5,118
2019,14,2019-11-30,Rutgers,Penn State,L 6-27,1300.9,119
2019,14,2019-11-30,Vanderbilt,Tennessee,L 10-28,1300.3,120
2019,14,2019-11-29,Arkansas,Missouri,L 14-24,1287.7,121
2019,14,2019-11-30,UConn,Temple,L 17-49,1280.2,122
2019,14,2019-11-29,Bowling Green,Buffalo,L 7-49,1279.9,123
2019,14,2019-11-30,New Mexico,Utah State,L 25-38,1278.5,124
2019,14,2019-11-30,New Mexico State,Liberty,L 28-49,1276.8,125
2019,14,2019-11-30,Old Dominion,Charlotte,L 22-38,1243.8,126
2019,14,2019-11-30,UTEP,Rice,L 16-30,1196.8,127
2019,14,2019-11-26,Akron,Ohio,L 3-52,1142.2,128
2019,15,2019-12-08,Ohio State,Wisconsin,W 34-21,1888.2,1
2019,15,2019-12-07,LSU,Georgia,W 37-10,1825.9,2
2019,15,2019-12-08,Clemson,Virginia,W 62-17,1821.0,3
2019,15,2019-12-07,Memphis,Cincinnati,W 29-24,1766.3,4
2019,15,2019-12-07,Oklahoma,Baylor,W 30-23,1761.3,5
2019,15,2019-12-07,App State,Louisiana,W 45-38,1746.3,6
2019,15,2019-12-07,Oregon,Utah,W 37-15,1742.3,7
2019,15,2019-12-08,Wisconsin,Ohio State,L 21-34,1730.1,8
2019,15,2019-12-07,Boise State,Hawai'i,W 31-10,1728.9,9
2019,15,2019-12-07,Georgia,LSU,L 10-37,1719.4,10
2019,15,2019-12-07,Baylor,Oklahoma,L 23-30,1705.5,11
2019,15,2019-12-07,Utah,Oregon,L 15-37,1701.6,12
2019,15,2019-12-14,Navy,Army,W 31-7,1681.0,13
2019,15,2019-12-07,Louisiana,App State,L 38-45,1651.2,14
2019,15,2019-12-07,Florida Atlantic,UAB,W 49-6,1650.0,15
2019,15,2019-12-07,Cincinnati,Memphis,L 24-29,1643.4,16
2019,15,2019-12-08,Virginia,Clemson,L 17-62,1603.5,17
2019,15,2019-12-07,Hawai'i,Boise State,L 10-31,1555.7,18
2019,15,2019-12-07,UAB,Florida Atlantic,L 6-49,1528.4,19
2019,15,2019-12-07,Central Michigan,Miami (OH),L 21-26,1526.4,20
2019,15,2019-12-07,Miami (OH),Central Michigan,W 26-21,1496.6,21
2019,15,2019-12-14,Army,Navy,L 7-31,1434.5,22
2020,1,2020-09-06,Memphis,Arkansas State,W 37-24,1690.1,1
2020,1,2020-09-05,SMU,Texas State,W 31-24,1636.1,2
2020,1,2020-09-08,BYU,Navy,W 55-3,1607.5,3
2020,1,2020-09-04,UAB,Central Arkansas,W 45-35,1525.3,4
2020,1,2020-09-05,Marshall,Eastern Kentucky,W 59-0,1521.6,5
2020,1,2020-09-08,Navy,BYU,L 3-55,1521.0,6
2020,1,2020-09-05,Army,Middle Tennessee,W 42-0,1505.4,7
2020,1,2020-09-06,Arkansas State,Memphis,L 24-37,1478.4,8
2020,1,2020-09-04,Southern Miss,South Alabama,L 21-32,1451.5,9
2020,1,2020-09-04,South Alabama,Southern Miss,W 32-21,1434.4,10
2020,1,2020-09-05,North Texas,Houston Christian,W 57-31,1428.5,11
2020,1,2020-09-05,Middle Tennessee,Army,L 0-42,1381.3,12
2020,1,2020-09-05,Texas State,SMU,L 24-31,1356.2,13
2020,1,2020-09-06,UTEP,Stephen F. Austin,W 24-14,1320.4,14
2020,2,2020-09-12,Clemson,Wake Forest,W 37-13,1750.4,1
2020,2,2020-09-12,App State,Charlotte,W 35-20,1679.3,2
2020,2,2020-09-12,Oklahoma,Missouri State,W 48-0,1673.5,3
2020,2,2020-09-12,Notre Dame,Duke,W 27-13,1654.8,4
2020,2,2020-09-12,Louisiana,Iowa State,W 31-14,1654.2,5
2020,2,2020-09-13,Texas,UTEP,W 59-3,1575.3,6
2020,2,2020-09-12,North Carolina,Syracuse,W 31-6,1554.9,7
2020,2,2020-09-13,Louisville,Western Kentucky,W 35-21,1547.8,8
2020,2,2020-09-12,Army,UL Monroe,W 37-7,1546.4,9
2020,2,2020-09-11,Miami,UAB,W 31-14,1540.1,10
2020,2,2020-09-12,Kansas State,Arkansas State,L 31-35,1536.4,11
2020,2,2020-09-12,Tulane,South Alabama,W 27-24,1529.0,12
2020,2,2020-09-12,Arkansas State,Kansas State,W 35-31,1517.1,13
2020,2,2020-09-12,Iowa State,Louisiana,L 14-31,1508.7,14
2020,2,2020-09-13,Western Kentucky,Louisville,L 21-35,1505.4,15
2020,2,2020-09-13,Coastal Carolina,Kansas,W 38-23,1504.2,16
2020,2,2020-09-12,Georgia Southern,Campbell,W 27-26,1503.5,17
2020,2,2020-09-12,Pittsburgh,Austin Peay,W 55-0,1503.1,18
2020,2,2020-09-12,Wake Forest,Clemson,L 13-37,1487.6,19
2020,2,2020-09-11,UAB,Miami,L 14-31,1478.9,20
2020,2,2020-09-12,Charlotte,App State,L 20-35,1478.1,21
2020,2,2020-09-13,Texas Tech,Houston Christian,W 35-33,1477.7,22
2020,2,2020-09-12,West Virginia,Eastern Kentucky,W 56-10,1472.7,23
2020,2,2020-09-12,Florida State,Georgia Tech,L 13-16,1468.2,24
2020,2,2020-09-12,South Florida,The Citadel,W 27-6,1451.1,25
2020,2,2020-09-12,Duke,Notre Dame,L 13-27,1440.6,26
2020,2,2020-09-12,Syracuse,North Carolina,L 6-31,1434.6,27
2020,2,2020-09-12,UL Monroe,Army,L 7-37,1420.5,28
2020,2,2020-09-12,Georgia Tech,Florida State,W 16-13,1418.6,29
2020,2,2020-09-12,UTSA,Texas State,W 51-48,1412.8,30
2020,2,2020-09-12,South Alabama,Tulane,L 24-27,1409.7,31
2020,2,2020-09-13,Kansas,Coastal Carolina,L 23-38,1363.8,32
2020,2,2020-09-12,Texas State,UTSA,L 48-51,1329.1,33
2020,2,2020-09-13,UTEP,Texas,L 3-59,1301.1,34
2020,3,2020-09-19,Clemson,The Citadel,W 49-0,1752.5,1
2020,3,2020-09-19,Notre Dame,South Florida,W 52-0,1677.2,2
2020,3,2020-09-19,SMU,North Texas,W 65-35,1676.5,3
2020,3,2020-09-19,Louisiana,Georgia State,W 34-31,1672.3,4
2020,3,2020-09-19,UCF,Georgia Tech,W 49-21,1646.6,5
2020,3,2020-09-19,App State,Marshall,L 7-17,1622.5,6
2020,3,2020-09-19,Cincinnati,Austin Peay,W 55-20,1597.3,7
2020,3,2020-09-19,Miami,Louisville,W 47-34,1595.6,8
2020,3,2020-09-19,Oklahoma State,Tulsa,W 16-7,1583.1,9
2020,3,2020-09-19,Marshall,App State,W 17-7,1578.4,10
2020,3,2020-09-19,Boston College,Duke,W 26-6,1571.3,11
2020,3,2020-09-19,Louisiana Tech,Southern Miss,W 31-30,1554.3,12
2020,3,2020-09-19,Navy,Tulane,W 27-24,1550.2,13
2020,3,2020-09-19,Troy,Middle Tennessee,W 47-14,1538.1,14
2020,3,2020-09-19,Pittsburgh,Syracuse,W 21-10,1529.8,15
2020,3,2020-09-19,Liberty,Western Kentucky,W 30-24,1521.5,16
2020,3,2020-09-18,Coastal Carolina,Campbell,W 43-21,1511.9,17
2020,3,2020-09-19,Tulane,Navy,L 24-27,1499.9,18
2020,3,2020-09-19,Louisville,Miami,L 34-47,1492.3,19
2020,3,2020-09-19,Western Kentucky,Liberty,L 24-30,1463.1,20
2020,3,2020-09-20,Wake Forest,NC State,L 42-45,1460.6,21
2020,3,2020-09-19,Georgia State,Louisiana,L 31-34,1459.7,22
2020,3,2020-09-19,Tulsa,Oklahoma State,L 7-16,1439.9,23
2020,3,2020-09-19,Southern Miss,Louisiana Tech,L 30-31,1439.8,24
2020,3,2020-09-19,South Florida,Notre Dame,L 0-52,1428.8,25
2020,3,2020-09-20,NC State,Wake Forest,W 45-42,1425.1,26
2020,3,2020-09-19,UTSA,Stephen F. Austin,W 24-10,1423.0,27
2020,3,2020-09-19,Syracuse,Pittsburgh,L 10-21,1407.9,28
2020,3,2020-09-19,Texas State,UL Monroe,W 38-17,1403.0,29
2020,3,2020-09-19,North Texas,SMU,L 35-65,1388.1,30
2020,3,2020-09-19,Duke,Boston College,L 6-26,1387.4,31
2020,3,2020-09-19,Georgia Tech,UCF,L 21-49,1375.8,32
2020,3,2020-09-19,UL Monroe,Texas State,L 17-38,1346.6,33
2020,3,2020-09-19,Middle Tennessee,Troy,L 14-47,1323.1,34
2020,3,2020-09-20,UTEP,Abilene Christian,W 17-13,1312.9,35
2020,4,2020-09-26,Alabama,Missouri,W 38-19,1682.1,1
2020,4,2020-09-26,Louisiana,Georgia Southern,W 20-18,1679.7,2
2020,4,2020-09-26,SMU,Stephen F. Austin,W 50-7,1679.4,3
2020,4,2020-09-26,UCF,East Carolina,W 51-28,1678.3,4
2020,4,2020-09-26,Georgia,Arkansas,W 37-10,1672.4,5
2020,4,2020-09-26,Florida,Ole Miss,W 51-35,1655.3,6
2020,4,2020-09-26,LSU,Mississippi State,L 34-44,1647.6,7
2020,4,2020-09-27,BYU,Troy,W 48-7,1647.6,8
2020,4,2020-09-26,Baylor,Kansas,W 47-14,1647.5,9
2020,4,2020-09-26,Oklahoma,Kansas State,L 35-38,1638.7,10
2020,4,2020-09-26,Auburn,Kentucky,W 29-13,1635.1,11
2020,4,2020-09-26,Cincinnati,Army,W 24-10,1628.7,12
2020,4,2020-09-26,App State,Campbell,W 52-21,1626.6,13
2020,4,2020-09-26,Miami,Florida State,W 52-10,1626.5,14
2020,4,2020-09-26,Texas,Texas Tech,W 63-56,1609.7,15
2020,4,2020-09-26,Oklahoma State,West Virginia,W 27-13,1607.2,16
2020,4,2020-09-26,Virginia,Duke,W 38-20,1586.0,17
2020,4,2020-09-27,Virginia Tech,NC State,W 45-24,1581.8,18
2020,4,2020-09-26,Boston College,Texas State,W 24-21,1580.6,19
2020,4,2020-09-26,Kansas State,Oklahoma,W 38-35,1571.3,20
2020,4,2020-09-26,Tulane,Southern Miss,W 66-24,1568.4,21
2020,4,2020-09-26,Louisiana Tech,Houston Christian,W 66-38,1560.0,22
2020,4,2020-09-26,Tennessee,South Carolina,W 31-27,1559.6,23
2020,4,2020-09-26,Mississippi State,LSU,W 44-34,1551.7,24
2020,4,2020-09-26,Texas A&M,Vanderbilt,W 17-12,1547.3,25
2020,4,2020-09-26,Pittsburgh,Louisville,W 23-20,1546.8,26
2020,4,2020-09-24,UAB,South Alabama,W 42-10,1541.2,27
2020,4,2020-09-26,Iowa State,TCU,W 37-34,1536.9,28
2020,4,2020-09-26,Liberty,Florida International,W 36-34,1533.8,29
2020,4,2020-09-26,Army,Cincinnati,L 10-24,1515.0,30
2020,4,2020-09-26,Kentucky,Auburn,L 13-29,1505.9,31
2020,4,2020-09-27,Troy,BYU,L 7-48,1498.1,32
2020,4,2020-09-26,Georgia Southern,Louisiana,L 18-20,1496.1,33
2020,4,2020-09-26,Louisville,Pittsburgh,L 20-23,1475.3,34
2020,4,2020-09-26,TCU,Iowa State,L 34-37,1471.5,35
2020,4,2020-09-26,Florida International,Liberty,L 34-36,1449.9,36
2020,4,2020-09-26,West Virginia,Oklahoma State,L 13-27,1448.6,37
2020,4,2020-09-26,Syracuse,Georgia Tech,W 37-20,1444.1,38
2020,4,2020-09-26,Missouri,Alabama,L 19-38,1443.4,39
2020,4,2020-09-26,Texas Tech,Texas,L 56-63,1443.2,40
2020,4,2020-09-26,Florida State,Miami,L 10-52,1437.2,41
2020,4,2020-09-26,UTSA,Middle Tennessee,W 37-35,1433.2,42
2020,4,2020-09-26,Ole Miss,Florida,L 35-51,1421.1,43
2020,4,2020-09-26,South Carolina,Tennessee,L 27-31,1406.4,44
2020,4,2020-09-27,NC State,Virginia Tech,L 24-45,1400.2,45
2020,4,2020-09-26,Texas State,Boston College,L 21-24,1393.6,46
2020,4,2020-09-26,UTEP,UL Monroe,W 31-6,1384.6,47
2020,4,2020-09-26,Southern Miss,Tulane,L 24-66,1371.3,48
2020,4,2020-09-26,Duke,Virginia,L 20-38,1368.7,49
2020,4,2020-09-26,East Carolina,UCF,L 28-51,1362.4,50
2020,4,2020-09-26,Vanderbilt,Texas A&M,L 12-17,1357.9,51
2020,4,2020-09-26,Kansas,Baylor,L 14-47,1349.8,52
2020,4,2020-09-24,South Alabama,UAB,L 10-42,1347.4,53
2020,4,2020-09-26,Georgia Tech,Syracuse,L 20-37,1339.5,54
2020,4,2020-09-26,Arkansas,Georgia,L 10-37,1332.2,55
2020,4,2020-09-26,Middle Tennessee,UTSA,L 35-37,1312.8,56
2020,4,2020-09-26,UL Monroe,UTEP,L 6-31,1275.0,57
2020,5,2020-10-04,Clemson,Virginia,W 41-23,1772.5,1
2020,5,2020-10-03,Georgia,Auburn,W 27-6,1710.4,2
2020,5,2020-10-03,Alabama,Texas A&M,W 52-24,1708.8,3
2020,5,2020-10-03,SMU,Memphis,W 30-27,1700.0,4
2020,5,2020-10-03,BYU,Louisiana Tech,W 45-14,1681.8,5
2020,5,2020-10-03,LSU,Vanderbilt,W 41-7,1678.3,6
2020,5,2020-10-03,Memphis,SMU,L 27-30,1669.5,7
2020,5,2020-10-03,Florida,South Carolina,W 38-24,1667.3,8
2020,5,2020-10-03,Air Force,Navy,W 40-7,1658.4,9
2020,5,2020-10-03,Cincinnati,South Florida,W 28-7,1646.4,10
2020,5,2020-10-03,Oklahoma State,Kansas,W 47-7,1643.6,11
2020,5,2020-10-03,UCF,Tulsa,L 26-34,1619.1,12
2020,5,2020-10-03,Florida Atlantic,Charlotte,W 21-17,1611.2,13
2020,5,2020-10-03,Virginia Tech,Duke,W 38-31,1605.7,14
2020,5,2020-10-03,Auburn,Georgia,L 6-27,1597.2,15
2020,5,2020-10-03,Oklahoma,Iowa State,L 30-37,1596.6,16
2020,5,2020-10-03,Baylor,West Virginia,L 21-27,1596.5,17
2020,5,2020-10-03,Kansas State,Texas Tech,W 31-21,1590.9,18
2020,5,2020-10-03,North Carolina,Boston College,W 26-22,1589.8,19
2020,5,2020-10-03,Tennessee,Missouri,W 35-12,1587.1,20
2020,5,2020-10-03,Texas,TCU,L 31-33,1582.1,21
2020,5,2020-10-03,Iowa State,Oklahoma,W 37-30,1579.0,22
2020,5,2020-10-04,Virginia,Clemson,L 23-41,1566.0,23
2020,5,2020-10-03,Coastal Carolina,Arkansas State,W 52-23,1561.3,24
2020,5,2020-10-03,UAB,UTSA,W 21-13,1557.1,25
2020,5,2020-10-03,Boston College,North Carolina,L 22-26,1545.7,26
2020,5,2020-10-03,Liberty,North Alabama,W 28-7,1540.3,27
2020,5,2020-10-03,Pittsburgh,NC State,L 29-30,1529.3,28
2020,5,2020-10-03,Louisiana Tech,BYU,L 14-45,1525.8,29
2020,5,2020-10-03,Army,Abilene Christian,W 55-23,1522.6,30
2020,5,2020-10-03,Texas A&M,Alabama,L 24-52,1520.6,31
2020,5,2020-10-03,Georgia Southern,UL Monroe,W 35-30,1516.2,32
2020,5,2020-10-03,Navy,Air Force,L 7-40,1512.6,33
2020,5,2020-10-03,West Virginia,Baylor,W 27-21,1499.6,34
2020,5,2020-10-03,TCU,Texas,W 33-31,1499.2,35
2020,5,2020-10-03,Tulsa,UCF,W 34-26,1499.1,36
2020,5,2020-10-03,Mississippi State,Arkansas,L 14-21,1496.2,37
2020,5,2020-10-03,Kentucky,Ole Miss,L 41-42,1489.5,38
2020,5,2020-10-03,Georgia State,East Carolina,W 49-29,1488.5,39
2020,5,2020-10-03,Western Kentucky,Middle Tennessee,W 20-17,1482.8,40
2020,5,2020-10-02,Wake Forest,Campbell,W 66-14,1472.3,41
2020,5,2020-10-03,Arkansas State,Coastal Carolina,L 23-52,1467.7,42
2020,5,2020-10-03,Charlotte,Florida Atlantic,L 17-21,1464.4,43
2020,5,2020-10-03,Florida State,Jacksonville State,W 41-24,1447.7,44
2020,5,2020-10-03,Ole Miss,Kentucky,W 42-41,1437.5,45
2020,5,2020-10-03,Texas Tech,Kansas State,L 21-31,1423.6,46
2020,5,2020-10-03,Southern Miss,North Texas,W 41-31,1422.5,47
2020,5,2020-10-03,NC State,Pittsburgh,W 30-29,1417.8,48
2020,5,2020-10-03,UTSA,UAB,L 13-21,1417.4,49
2020,5,2020-10-03,Missouri,Tennessee,L 12-35,1415.8,50
2020,5,2020-10-03,South Florida,Cincinnati,L 7-28,1411.0,51
2020,5,2020-10-03,South Carolina,Florida,L 24-38,1394.4,52
2020,5,2020-10-03,Arkansas,Mississippi State,W 21-14,1387.7,53
2020,5,2020-10-03,Duke,Virginia Tech,L 31-38,1344.7,54
2020,5,2020-10-03,North Texas,Southern Miss,L 31-41,1336.9,55
2020,5,2020-10-03,East Carolina,Georgia State,L 29-49,1333.6,56
2020,5,2020-10-03,Vanderbilt,LSU,L 7-41,1327.2,57
